artist,language,position,title,week,year
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,1,ROCKABYE,1,2017
GULDDRENG,Danish,2,KED AF DET,1,2017
THE WEEKND FEAT. DAFT PUNK,English,3,STARBOY,1,2017
STARLEY,English,4,CALL ON ME,1,2017
GILLI,Norwegian,5,HELWA,1,2017
THE WEEKND FEAT. DAFT PUNK,English,6,I FEEL IT COMING,1,2017
JAMES ARTHUR,English,7,SAY YOU WON´T LET GO,1,2017
DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,English,8,LET ME LOVE YOU,1,2017
JESU BRØDRE & ADHD,Danish,9,KRANALARM,1,2017
MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,English,10,COLD WATER,1,2017
RAG´N´BONE MAN,English,11,HUMAN,1,2017
ZAYN & TAYLOR SWIFT,English,12,I DON´T WANNA LIVE FOREVER,1,2017
CHRISTOPHER,English,13,FREE FALL,1,2017
THE CHAINSMOKERS FEAT. HALSEY,English,14,CLOSER,1,2017
MARTIN JENSEN,English,15,SOLO DANCE,1,2017
NODE,Danish,16,PAKKER BAR,1,2017
BLAK,Danish,17,IK´ MIN SKYLD,1,2017
JIMILIAN,Danish,18,GIV MIG NOGET,1,2017
SLEIMAN,Danish,19,FOR EVIGT UNG,1,2017
RAE SREMMURD FEAT. GUCCI MANE,English,20,BLACK BEATLES,1,2017
MAROON 5 FEAT. KENDRICK LAMAR,English,21,DON´T WANNA KNOW,1,2017
VOLBEAT,Danish,22,FOR EVIGT,1,2017
GULDDRENG,Danish,23,MODEL,1,2017
ZARA LARSSON,English,24,I WOULD LIKE,1,2017
SHAWN MENDES,English,25,MERCY,1,2017
BRUNO MARS,English,26,24K MAGIC,1,2017
JUSTIN TIMBERLAKE,English,27,CAN´T STOP THE FEELING!,1,2017
SAGE THE GEMINI,English,28,NOW AND LATER,1,2017
BLAK,Danish,29,NEDE METTE,1,2017
GULDDRENG,Danish,30,SE MIG NU,1,2017
NEIKED,English,31,SEXUAL,1,2017
GULDDRENG,Danish,32,NEMT,1,2017
CALUM SCOTT,English,33,DANCING ON MY OWN,1,2017
SUSPEKT,Danish,34,HUN BLEV BARE SÅ GLAD,1,2017
SHAWN MENDES,English,35,TREAT YOU BETTER,1,2017
DRAKE,English,36,FAKE LOVE,1,2017
HAILEE STEINFELD & GREY FEAT. ZEDD,English,37,STARVING,1,2017
MARTIN GARRIX & BEBE REXHA,English,38,IN THE NAME OF LOVE,1,2017
GULDDRENG,Danish,39,DRIKKER FOR LIDT,1,2017
STEVE AOKI & LOUIS TOMLINSON,English,40,JUST HOLD ON,1,2017
ED SHEERAN,English,1,SHAPE OF YOU,2,2017
ED SHEERAN,English,2,CASTLE ON THE HILL,2,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,3,ROCKABYE,2,2017
GULDDRENG,Danish,4,KED AF DET,2,2017
GILLI,Norwegian,5,HELWA,2,2017
ZAYN & TAYLOR SWIFT,English,6,I DON´T WANNA LIVE FOREVER,2,2017
STARLEY,English,7,CALL ON ME,2,2017
THE WEEKND FEAT. DAFT PUNK,English,8,STARBOY,2,2017
THE WEEKND FEAT. DAFT PUNK,English,9,I FEEL IT COMING,2,2017
JAMES ARTHUR,English,10,SAY YOU WON´T LET GO,2,2017
JIMILIAN,Danish,11,GIV MIG NOGET,2,2017
SNAKEHIPS & MØ,English,12,DON´T LEAVE,2,2017
JESU BRØDRE & ADHD,Danish,13,KRANALARM,2,2017
NODE,Danish,14,PAKKER BAR,2,2017
RAG´N´BONE MAN,English,15,HUMAN,2,2017
SUSPEKT,Danish,16,HUN BLEV BARE SÅ GLAD,2,2017
CHRISTOPHER,English,17,FREE FALL,2,2017
DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,English,18,LET ME LOVE YOU,2,2017
BLAK,Danish,19,IK´ MIN SKYLD,2,2017
MARTIN JENSEN,English,20,SOLO DANCE,2,2017
THE CHAINSMOKERS FEAT. HALSEY,English,21,CLOSER,2,2017
MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,English,22,COLD WATER,2,2017
MAROON 5 FEAT. KENDRICK LAMAR,English,23,DON´T WANNA KNOW,2,2017
SLEIMAN,Danish,24,FOR EVIGT UNG,2,2017
RAE SREMMURD FEAT. GUCCI MANE,English,25,BLACK BEATLES,2,2017
SHAWN MENDES,English,26,MERCY,2,2017
ZARA LARSSON,English,27,I WOULD LIKE,2,2017
SAGE THE GEMINI,English,28,NOW AND LATER,2,2017
BRUNO MARS,English,29,24K MAGIC,2,2017
NEIKED,English,30,SEXUAL,2,2017
CALUM SCOTT,English,31,DANCING ON MY OWN,2,2017
STEVE AOKI & LOUIS TOMLINSON,English,32,JUST HOLD ON,2,2017
VOLBEAT,Danish,33,FOR EVIGT,2,2017
DRAKE,English,34,FAKE LOVE,2,2017
ROBIN SCHULZ & DAVID GUETTA FT. CHEAT CO,English,35,SHED A LIGHT,2,2017
GULDDRENG,Danish,36,SE MIG NU,2,2017
ALESSIA CARA,English,37,SCARS TO YOUR BEAUTIFUL,2,2017
HAILEE STEINFELD & GREY FEAT. ZEDD,English,38,STARVING,2,2017
GULDDRENG,Danish,39,NEMT,2,2017
ALAN WALKER,English,40,ALONE,2,2017
ED SHEERAN,English,1,SHAPE OF YOU,3,2017
ED SHEERAN,English,2,CASTLE ON THE HILL,3,2017
CLEAN BANDIT FT. SEAN PAUL & ANNE-MARIE,English,3,ROCKABYE,3,2017
ZAYN & TAYLOR SWIFT,English,4,I DON´T WANNA LIVE FOREVER,3,2017
GULDDRENG,Danish,5,KED AF DET,3,2017
THE WEEKND FEAT. DAFT PUNK,English,6,I FEEL IT COMING,3,2017
JAMES ARTHUR,English,7,SAY YOU WON´T LET GO,3,2017
GILLI,Norwegian,8,HELWA,3,2017
STARLEY,English,9,CALL ON ME,3,2017
THE WEEKND FEAT. DAFT PUNK,English,10,STARBOY,3,2017
SNAKEHIPS & MØ,English,11,DON´T LEAVE,3,2017
JIMILIAN,Danish,12,GIV MIG NOGET,3,2017
THE CHAINSMOKERS,English,13,PARIS,3,2017
RAG´N´BONE MAN,English,14,HUMAN,3,2017
NODE,Danish,15,PAKKER BAR,3,2017
CHRISTOPHER,English,16,FREE FALL,3,2017
JESU BRØDRE & ADHD,Danish,17,KRANALARM,3,2017
BLAK,Danish,18,IK´ MIN SKYLD,3,2017
MARTIN JENSEN,English,19,SOLO DANCE,3,2017
THE CHAINSMOKERS FEAT. HALSEY,English,20,CLOSER,3,2017
DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,English,21,LET ME LOVE YOU,3,2017
MAROON 5 FEAT. KENDRICK LAMAR,English,22,DON´T WANNA KNOW,3,2017
SHAWN MENDES,English,23,MERCY,3,2017
SLEIMAN,Danish,24,FOR EVIGT UNG,3,2017
SUSPEKT,Danish,25,HUN BLEV BARE SÅ GLAD,3,2017
ZARA LARSSON,English,26,I WOULD LIKE,3,2017
MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,English,27,COLD WATER,3,2017
STEVE AOKI & LOUIS TOMLINSON,English,28,JUST HOLD ON,3,2017
TOPGUNN,Norwegian,29,FOKUS,3,2017
BRUNO MARS,English,30,24K MAGIC,3,2017
RAE SREMMURD FEAT. GUCCI MANE,English,31,BLACK BEATLES,3,2017
NEIKED,English,32,SEXUAL,3,2017
SAGE THE GEMINI,English,33,NOW AND LATER,3,2017
CALUM SCOTT,English,34,DANCING ON MY OWN,3,2017
VOLBEAT,Danish,35,FOR EVIGT,3,2017
ROBIN SCHULZ & DAVID GUETTA FT. CHEAT CO,English,36,SHED A LIGHT,3,2017
ALESSIA CARA,English,37,SCARS TO YOUR BEAUTIFUL,3,2017
DRAKE,English,38,FAKE LOVE,3,2017
NOAH CYRUS FEAT. LABRINTH,English,39,MAKE ME (CRY),3,2017
CITYBOIS,Danish,40,UNDER 18,3,2017
ED SHEERAN,English,1,SHAPE OF YOU,4,2017
ED SHEERAN,English,2,CASTLE ON THE HILL,4,2017
THE CHAINSMOKERS,English,3,PARIS,4,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,4,ROCKABYE,4,2017
ZAYN & TAYLOR SWIFT,English,5,I DON´T WANNA LIVE FOREVER,4,2017
STARLEY,English,6,CALL ON ME,4,2017
JAMES ARTHUR,English,7,SAY YOU WON´T LET GO,4,2017
THE WEEKND FEAT. DAFT PUNK,English,8,I FEEL IT COMING,4,2017
GILLI,Norwegian,9,HELWA,4,2017
MEDINA,Danish,10,ELSK MIG,4,2017
KESI,Danish,11,GOD DAG,4,2017
SNAKEHIPS & MØ,English,12,DON´T LEAVE,4,2017
GULDDRENG,Danish,13,KED AF DET,4,2017
THE WEEKND FEAT. DAFT PUNK,English,14,STARBOY,4,2017
NODE,Danish,15,PAKKER BAR,4,2017
JIMILIAN,Danish,16,GIV MIG NOGET,4,2017
MARTIN JENSEN,English,17,SOLO DANCE,4,2017
RAG´N´BONE MAN,English,18,HUMAN,4,2017
JESU BRØDRE & ADHD,Danish,19,KRANALARM,4,2017
CHRISTOPHER,English,20,FREE FALL,4,2017
THE CHAINSMOKERS FEAT. HALSEY,English,21,CLOSER,4,2017
STEVE AOKI & LOUIS TOMLINSON,English,22,JUST HOLD ON,4,2017
ZARA LARSSON,English,23,I WOULD LIKE,4,2017
BLAK,Danish,24,IK´ MIN SKYLD,4,2017
MAROON 5 FEAT. KENDRICK LAMAR,English,25,DON´T WANNA KNOW,4,2017
MURA MASA FEAT. A$AP ROCKY,English,26,LOVE$ICK,4,2017
SHAWN MENDES,English,27,MERCY,4,2017
ISAIAH,English,28,IT´S GOTTA BE YOU,4,2017
SLEIMAN,Danish,29,FOR EVIGT UNG,4,2017
DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,English,30,LET ME LOVE YOU,4,2017
MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,English,31,COLD WATER,4,2017
CALUM SCOTT,English,32,DANCING ON MY OWN,4,2017
ALEX & SIERRA,English,33,LITTLE DO YOU KNOW,4,2017
SAGE THE GEMINI,English,34,NOW AND LATER,4,2017
RAE SREMMURD FEAT. GUCCI MANE,English,35,BLACK BEATLES,4,2017
SUSPEKT,Danish,36,HUN BLEV BARE SÅ GLAD,4,2017
NEIKED,English,37,SEXUAL,4,2017
ROBIN SCHULZ & DAVID GUETTA FT. CHEAT CO,English,38,SHED A LIGHT,4,2017
DRAKE,English,39,FAKE LOVE,4,2017
ALOK & BRUNO MARTINI,English,40,HEAR ME NOW,4,2017
ED SHEERAN,English,1,SHAPE OF YOU,5,2017
THE CHAINSMOKERS,English,2,PARIS,5,2017
ED SHEERAN,English,3,CASTLE ON THE HILL,5,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,4,ROCKABYE,5,2017
"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",Danish,5,BØLGEN,5,2017
ZAYN & TAYLOR SWIFT,English,6,I DON´T WANNA LIVE FOREVER,5,2017
STARLEY,English,7,CALL ON ME,5,2017
JAMES ARTHUR,English,8,SAY YOU WON´T LET GO,5,2017
KESI,Danish,9,GOD DAG,5,2017
THE WEEKND FEAT. DAFT PUNK,English,10,I FEEL IT COMING,5,2017
GILLI,Norwegian,11,HELWA,5,2017
SNAKEHIPS & MØ,English,12,DON´T LEAVE,5,2017
MEDINA,Danish,13,ELSK MIG,5,2017
GULDDRENG,Danish,14,KED AF DET,5,2017
THE WEEKND FEAT. DAFT PUNK,English,15,STARBOY,5,2017
RAG´N´BONE MAN,English,16,HUMAN,5,2017
MARTIN JENSEN,English,17,SOLO DANCE,5,2017
NODE,Danish,18,PAKKER BAR,5,2017
MARTIN GARRIX & DUA LIPA,English,19,SCARED TO BE LONELY,5,2017
MURA MASA FEAT. A$AP ROCKY,English,20,LOVE$ICK,5,2017
ISAIAH,English,21,IT´S GOTTA BE YOU,5,2017
JIMILIAN,Danish,22,GIV MIG NOGET,5,2017
ALEX & SIERRA,English,23,LITTLE DO YOU KNOW,5,2017
AMANDA,Danish,24,TROR VI ER NEM´,5,2017
STEVE AOKI & LOUIS TOMLINSON,English,25,JUST HOLD ON,5,2017
ZARA LARSSON,English,26,I WOULD LIKE,5,2017
JESU BRØDRE & ADHD,Danish,27,KRANALARM,5,2017
THE CHAINSMOKERS FEAT. HALSEY,English,28,CLOSER,5,2017
SLEIMAN,Danish,29,FOR EVIGT UNG,5,2017
ZARA LARSSON FEAT. TY DOLLA $IGN,English,30,SO GOOD,5,2017
MAROON 5 FEAT. KENDRICK LAMAR,English,31,DON´T WANNA KNOW,5,2017
BLAK,Danish,32,IK´ MIN SKYLD,5,2017
SHAWN MENDES,English,33,MERCY,5,2017
MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,English,34,COLD WATER,5,2017
SAGE THE GEMINI,English,35,NOW AND LATER,5,2017
DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,English,36,LET ME LOVE YOU,5,2017
CHRISTOPHER,English,37,FREE FALL,5,2017
THE VAMPS & MATOMA,English,38,ALL NIGHT,5,2017
MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,English,39,RUN UP,5,2017
CALUM SCOTT,English,40,DANCING ON MY OWN,5,2017
ED SHEERAN,English,1,SHAPE OF YOU,6,2017
THE CHAINSMOKERS,English,2,PARIS,6,2017
ED SHEERAN,English,3,CASTLE ON THE HILL,6,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,4,ROCKABYE,6,2017
ZAYN & TAYLOR SWIFT,English,5,I DON´T WANNA LIVE FOREVER,6,2017
SLEIMAN,Danish,6,DON DIEGO,6,2017
"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",Danish,7,BØLGEN,6,2017
STARLEY,English,8,CALL ON ME,6,2017
JAMES ARTHUR,English,9,SAY YOU WON´T LET GO,6,2017
KESI,Danish,10,GOD DAG,6,2017
THE WEEKND FEAT. DAFT PUNK,English,11,I FEEL IT COMING,6,2017
MARTIN GARRIX & DUA LIPA,English,12,SCARED TO BE LONELY,6,2017
SNAKEHIPS & MØ,English,13,DON´T LEAVE,6,2017
GILLI,Norwegian,14,HELWA,6,2017
MEDINA,Danish,15,ELSK MIG,6,2017
MARTIN JENSEN,English,16,SOLO DANCE,6,2017
RAG´N´BONE MAN,English,17,HUMAN,6,2017
THE WEEKND FEAT. DAFT PUNK,English,18,STARBOY,6,2017
GULDDRENG,Danish,19,KED AF DET,6,2017
AMANDA,Danish,20,TROR VI ER NEM´,6,2017
NODE,Danish,21,PAKKER BAR,6,2017
MURA MASA FEAT. A$AP ROCKY,English,22,LOVE$ICK,6,2017
MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,English,23,RUN UP,6,2017
ISAIAH,English,24,IT´S GOTTA BE YOU,6,2017
THE VAMPS & MATOMA,English,25,ALL NIGHT,6,2017
JIMILIAN,Danish,26,GIV MIG NOGET,6,2017
JAX JONES FEAT. RAYE,English,27,YOU DON´T KNOW ME,6,2017
STEVE AOKI & LOUIS TOMLINSON,English,28,JUST HOLD ON,6,2017
JP COOPER,English,29,SEPTEMBER SONG,6,2017
ALEX & SIERRA,English,30,LITTLE DO YOU KNOW,6,2017
JULIA MICHAELS,English,31,ISSUES,6,2017
THE CHAINSMOKERS FEAT. HALSEY,English,32,CLOSER,6,2017
ZARA LARSSON,English,33,I WOULD LIKE,6,2017
ALESSIA CARA,English,34,HOW FAR I´LL GO,6,2017
BLAK,Danish,35,IK´ MIN SKYLD,6,2017
SLEIMAN,Danish,36,FOR EVIGT UNG,6,2017
SHAWN MENDES,English,37,MERCY,6,2017
SAGE THE GEMINI,English,38,NOW AND LATER,6,2017
MIGOS FEAT. LIL UZI VERT,English,39,BAD AND BOUJEE,6,2017
ALOK & BRUNO MARTINI,English,40,HEAR ME NOW,6,2017
ED SHEERAN,English,1,SHAPE OF YOU,7,2017
ZAYN & TAYLOR SWIFT,English,2,I DON´T WANNA LIVE FOREVER,7,2017
THE CHAINSMOKERS,English,3,PARIS,7,2017
ED SHEERAN,English,4,CASTLE ON THE HILL,7,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,5,ROCKABYE,7,2017
ALBERT DYRLUND,Danish,6,EMOJI,7,2017
SLEIMAN,Danish,7,DON DIEGO,7,2017
STARLEY,English,8,CALL ON ME,7,2017
JAMES ARTHUR,English,9,SAY YOU WON´T LET GO,7,2017
THE WEEKND FEAT. DAFT PUNK,English,10,I FEEL IT COMING,7,2017
CITYBOIS,Danish,11,DUM SOM MIG,7,2017
MARTIN GARRIX & DUA LIPA,English,12,SCARED TO BE LONELY,7,2017
KESI,Danish,13,GOD DAG,7,2017
"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",Danish,14,BØLGEN,7,2017
GILLI,Norwegian,15,HELWA,7,2017
RAG´N´BONE MAN,English,16,HUMAN,7,2017
JAX JONES FEAT. RAYE,English,17,YOU DON´T KNOW ME,7,2017
SNAKEHIPS & MØ,English,18,DON´T LEAVE,7,2017
MARTIN JENSEN,English,19,SOLO DANCE,7,2017
MEDINA,Danish,20,ELSK MIG,7,2017
AMANDA,Danish,21,TROR VI ER NEM´,7,2017
THE WEEKND FEAT. DAFT PUNK,English,22,STARBOY,7,2017
JP COOPER,English,23,SEPTEMBER SONG,7,2017
KATY PERRY FEAT. SKIP MARLEY,English,24,CHAINED TO THE RHYTHM,7,2017
THE VAMPS & MATOMA,English,25,ALL NIGHT,7,2017
GULDDRENG,Danish,26,KED AF DET,7,2017
NODE,Danish,27,PAKKER BAR,7,2017
MURA MASA FEAT. A$AP ROCKY,English,28,LOVE$ICK,7,2017
JULIA MICHAELS,English,29,ISSUES,7,2017
SKINZ,Danish,30,JEG HAR EN PIGE,7,2017
JON BELLION,English,31,ALL TIME LOW,7,2017
MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,English,32,RUN UP,7,2017
JIMILIAN,Danish,33,GIV MIG NOGET,7,2017
ISAIAH,English,34,IT´S GOTTA BE YOU,7,2017
ALESSIA CARA,English,35,HOW FAR I´LL GO,7,2017
RAG´N´BONE MAN,English,36,SKIN,7,2017
GABRIELLE,Norwegian,37,5 FINE FRØKNER,7,2017
ALEX & SIERRA,English,38,LITTLE DO YOU KNOW,7,2017
STEVE AOKI & LOUIS TOMLINSON,English,39,JUST HOLD ON,7,2017
HEDEGAARD,English,40,THAT?S ME,7,2017
ED SHEERAN,English,1,SHAPE OF YOU,8,2017
ZAYN & TAYLOR SWIFT,English,2,I DON´T WANNA LIVE FOREVER,8,2017
KYGO & SELENA GOMEZ,English,3,IT AIN´T ME,8,2017
THE CHAINSMOKERS,English,4,PARIS,8,2017
ED SHEERAN,English,5,CASTLE ON THE HILL,8,2017
ALBERT DYRLUND,Danish,6,EMOJI,8,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,7,ROCKABYE,8,2017
MARTIN GARRIX & DUA LIPA,English,8,SCARED TO BE LONELY,8,2017
THE WEEKND FEAT. DAFT PUNK,English,9,I FEEL IT COMING,8,2017
STARLEY,English,10,CALL ON ME,8,2017
SLEIMAN,Danish,11,DON DIEGO,8,2017
CITYBOIS,Danish,12,DUM SOM MIG,8,2017
JAMES ARTHUR,English,13,SAY YOU WON´T LET GO,8,2017
JAX JONES FEAT. RAYE,English,14,YOU DON´T KNOW ME,8,2017
KATY PERRY FEAT. SKIP MARLEY,English,15,CHAINED TO THE RHYTHM,8,2017
KESI,Danish,16,GOD DAG,8,2017
SKINZ,Danish,17,JEG HAR EN PIGE,8,2017
ED SHEERAN,English,18,HOW WOULD YOU FEEL (PAEAN),8,2017
JULIA MICHAELS,English,19,ISSUES,8,2017
JP COOPER,English,20,SEPTEMBER SONG,8,2017
"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",Danish,21,BØLGEN,8,2017
GILLI,Norwegian,22,HELWA,8,2017
SNAKEHIPS & MØ,English,23,DON´T LEAVE,8,2017
THE WEEKND FEAT. DAFT PUNK,English,24,STARBOY,8,2017
MARTIN JENSEN,English,25,SOLO DANCE,8,2017
MAROON 5 FEAT. FUTURE,English,26,COLD,8,2017
JOEY MOE,Danish,27,UDENPÅ INDENI,8,2017
JON BELLION,English,28,ALL TIME LOW,8,2017
AMANDA,Danish,29,TROR VI ER NEM´,8,2017
THE VAMPS & MATOMA,English,30,ALL NIGHT,8,2017
RAG´N´BONE MAN,English,31,HUMAN,8,2017
MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,English,32,RUN UP,8,2017
SUSPEKT,Danish,33,HUN BLEV BARE SÅ GLAD,8,2017
HEDEGAARD,English,34,THAT?S ME,8,2017
ALESSIA CARA,English,35,HOW FAR I´LL GO,8,2017
MURA MASA FEAT. A$AP ROCKY,English,36,LOVE$ICK,8,2017
NODE,Danish,37,PAKKER BAR,8,2017
MEDINA,Danish,38,ELSK MIG,8,2017
RAG´N´BONE MAN,English,39,SKIN,8,2017
ISAIAH,English,40,IT´S GOTTA BE YOU,8,2017
ED SHEERAN,English,1,SHAPE OF YOU,9,2017
KYGO & SELENA GOMEZ,English,2,IT AIN´T ME,9,2017
GULDDRENG,Norwegian,3,UTRO,9,2017
ZAYN & TAYLOR SWIFT,English,4,I DON´T WANNA LIVE FOREVER,9,2017
THE CHAINSMOKERS & COLDPLAY,English,5,SOMETHING JUST LIKE THIS,9,2017
THE CHAINSMOKERS,English,6,PARIS,9,2017
ED SHEERAN,English,7,CASTLE ON THE HILL,9,2017
CALVIN HARRIS FEAT. FRANK OCEAN & MIGOS,English,8,SLIDE,9,2017
JAX JONES FEAT. RAYE,English,9,YOU DON´T KNOW ME,9,2017
KATY PERRY FEAT. SKIP MARLEY,English,10,CHAINED TO THE RHYTHM,9,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,11,ROCKABYE,9,2017
ALBERT DYRLUND,Danish,12,EMOJI,9,2017
MARTIN GARRIX & DUA LIPA,English,13,SCARED TO BE LONELY,9,2017
SKINZ,Danish,14,JEG HAR EN PIGE,9,2017
SLEIMAN,Danish,15,DON DIEGO,9,2017
STARLEY,English,16,CALL ON ME,9,2017
THE WEEKND FEAT. DAFT PUNK,English,17,I FEEL IT COMING,9,2017
JULIA MICHAELS,English,18,ISSUES,9,2017
MAROON 5 FEAT. FUTURE,English,19,COLD,9,2017
JAMES ARTHUR,English,20,SAY YOU WON´T LET GO,9,2017
CITYBOIS,Danish,21,DUM SOM MIG,9,2017
KESI,Danish,22,GOD DAG,9,2017
GIGIS,Danish,23,GERTRUD,9,2017
JP COOPER,English,24,SEPTEMBER SONG,9,2017
MARTIN JENSEN,English,25,SOLO DANCE,9,2017
"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",Danish,26,BØLGEN,9,2017
SNAKEHIPS & MØ,English,27,DON´T LEAVE,9,2017
GILLI,Norwegian,28,HELWA,9,2017
THE VAMPS & MATOMA,English,29,ALL NIGHT,9,2017
JON BELLION,English,30,ALL TIME LOW,9,2017
THE WEEKND FEAT. DAFT PUNK,English,31,STARBOY,9,2017
RAG´N´BONE MAN,English,32,SKIN,9,2017
ALESSIA CARA,English,33,HOW FAR I´LL GO,9,2017
AMANDA,Danish,34,TROR VI ER NEM´,9,2017
ZEDD & ALESSIA CARA,English,35,STAY,9,2017
NODE,Danish,36,PAKKER BAR,9,2017
GABRIELLE,Norwegian,37,5 FINE FRØKNER,9,2017
RAG´N´BONE MAN,English,38,HUMAN,9,2017
ISAIAH,English,39,IT´S GOTTA BE YOU,9,2017
AJR,English,40,WEAK,9,2017
ED SHEERAN,English,1,SHAPE OF YOU,10,2017
ED SHEERAN,English,2,CASTLE ON THE HILL,10,2017
KYGO & SELENA GOMEZ,English,3,IT AIN´T ME,10,2017
GULDDRENG,Norwegian,4,UTRO,10,2017
ED SHEERAN,English,5,GALWAY GIRL,10,2017
THE CHAINSMOKERS & COLDPLAY,English,6,SOMETHING JUST LIKE THIS,10,2017
ZAYN & TAYLOR SWIFT,English,7,I DON´T WANNA LIVE FOREVER,10,2017
THE CHAINSMOKERS,English,8,PARIS,10,2017
JAX JONES FEAT. RAYE,English,9,YOU DON´T KNOW ME,10,2017
CALVIN HARRIS FEAT. FRANK OCEAN & MIGOS,English,10,SLIDE,10,2017
ED SHEERAN,English,11,HAPPIER,10,2017
ED SHEERAN,English,12,PERFECT,10,2017
ED SHEERAN,English,13,DIVE,10,2017
KATY PERRY FEAT. SKIP MARLEY,English,14,CHAINED TO THE RHYTHM,10,2017
ED SHEERAN,English,15,NEW MAN,10,2017
SKINZ,Danish,16,JEG HAR EN PIGE,10,2017
JULIA MICHAELS,English,17,ISSUES,10,2017
MARTIN GARRIX & DUA LIPA,English,18,SCARED TO BE LONELY,10,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,19,ROCKABYE,10,2017
ED SHEERAN,English,20,ERASER,10,2017
ED SHEERAN,English,21,HOW WOULD YOU FEEL (PAEAN),10,2017
ZEDD & ALESSIA CARA,English,22,STAY,10,2017
SLEIMAN,Danish,23,DON DIEGO,10,2017
MAROON 5 FEAT. FUTURE,English,24,COLD,10,2017
ED SHEERAN,English,25,WHAT DO I KNOW?,10,2017
ED SHEERAN,English,26,SUPERMARKET FLOWERS,10,2017
STARLEY,English,27,CALL ON ME,10,2017
ALBERT DYRLUND,Danish,28,EMOJI,10,2017
KESI,Danish,29,GOD DAG,10,2017
JAMES ARTHUR,English,30,SAY YOU WON´T LET GO,10,2017
THE WEEKND FEAT. DAFT PUNK,English,31,I FEEL IT COMING,10,2017
ED SHEERAN,English,32,HEARTS DON´T BREAK AROUND HERE,10,2017
ED SHEERAN,English,33,BARCELONA,10,2017
JP COOPER,English,34,SEPTEMBER SONG,10,2017
CITYBOIS,Danish,35,DUM SOM MIG,10,2017
JON BELLION,English,36,ALL TIME LOW,10,2017
ED SHEERAN,English,37,NANCY MULLIGAN,10,2017
ALESSIA CARA,English,38,HOW FAR I´LL GO,10,2017
RAG´N´BONE MAN,English,39,SKIN,10,2017
THE VAMPS & MATOMA,English,40,ALL NIGHT,10,2017
ED SHEERAN,English,1,SHAPE OF YOU,11,2017
ED SHEERAN,English,2,GALWAY GIRL,11,2017
KYGO & SELENA GOMEZ,English,3,IT AIN´T ME,11,2017
ED SHEERAN,English,4,CASTLE ON THE HILL,11,2017
THE CHAINSMOKERS & COLDPLAY,English,5,SOMETHING JUST LIKE THIS,11,2017
JAX JONES FEAT. RAYE,English,6,YOU DON´T KNOW ME,11,2017
GULDDRENG,Norwegian,7,UTRO,11,2017
CALVIN HARRIS FEAT. FRANK OCEAN & MIGOS,English,8,SLIDE,11,2017
THE CHAINSMOKERS,English,9,PARIS,11,2017
ZAYN & TAYLOR SWIFT,English,10,I DON´T WANNA LIVE FOREVER,11,2017
KESI  FEAT. GILLI,Danish,11,CONSIGLIERE,11,2017
SKINZ,Danish,12,JEG HAR EN PIGE,11,2017
JULIA MICHAELS,English,13,ISSUES,11,2017
ZEDD & ALESSIA CARA,English,14,STAY,11,2017
KATY PERRY FEAT. SKIP MARLEY,English,15,CHAINED TO THE RHYTHM,11,2017
ED SHEERAN,English,16,PERFECT,11,2017
ED SHEERAN,English,17,HAPPIER,11,2017
MARTIN GARRIX & DUA LIPA,English,18,SCARED TO BE LONELY,11,2017
MAROON 5 FEAT. FUTURE,English,19,COLD,11,2017
CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,English,20,ROCKABYE,11,2017
ED SHEERAN,English,21,NEW MAN,11,2017
SLEIMAN,Danish,22,DON DIEGO,11,2017
ED SHEERAN,English,23,DIVE,11,2017
STARLEY,English,24,CALL ON ME,11,2017
LIFE OF DILLON,English,25,SEX FOR BREAKFAST,11,2017
