artist,language,position,title,week,year
Mando Diao,English,7,Shake,51,2017
Avicii feat. Sandro Cavazza,English,8,Without You,51,2017
Brolle,English,9,I'm Coming Home This Christmas,51,2017
Europe,English,10,Walk The Earth,51,2017
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",52,2017
Kamferdrops,Swedish,2,Jag Trodde Änglarna Fanns,52,2017
Darin,Swedish,3,Tvillingen,52,2017
Zara Larsson,English,4,Only You,52,2017
Avicii feat. Sandro Cavazza,English,5,Without You,52,2017
Sabina Ddumba,Swedish,6,Två Mörka Ögon,52,2017
Weeping Willows,English,7,Let Christmas Be The Reason,52,2017
Nano,English,8,Hold On,52,2017
Mando Diao,English,9,Shake,52,2017
Miriam Bryant,English,10,Rocket,52,2017
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",1,2018
Kamferdrops,Swedish,2,Jag Trodde Änglarna Fanns,1,2018
Nano,English,3,Hold On,1,2018
Zara Larsson,English,4,Only You,1,2018
Darin,Swedish,5,Tvillingen,1,2018
Weeping Willows,English,6,Let Christmas Be The Reason,1,2018
Mando Diao,English,7,Shake,1,2018
First Aid Kit,English,8,Fireworks,1,2018
Sabina Ddumba,Swedish,9,Två Mörka Ögon,1,2018
Avicii feat. Sandro Cavazza,English,10,Without You,1,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",2,2018
Kamferdrops,Swedish,2,Jag Trodde Änglarna Fanns,2,2018
Zara Larsson,English,3,Only You,2,2018
Avicii feat. Sandro Cavazza,English,4,Without You,2,2018
Mando Diao,English,5,Shake,2,2018
First Aid Kit,English,6,Fireworks,2,2018
Nano,English,7,Hold On,2,2018
Sabina Ddumba,Swedish,8,Två Mörka Ögon,2,2018
Darin,Swedish,9,Tvillingen,2,2018
Chris Kläfford,English,10,Treading Water,2,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",3,2018
First Aid Kit,English,2,Fireworks,3,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,3,2018
Darin,Swedish,4,Tvillingen,3,2018
Avicii feat. Sandro Cavazza,English,5,Without You,3,2018
Nano,English,6,Hold On,3,2018
Zara Larsson,English,7,Only You,3,2018
Mando Diao,English,8,Shake,3,2018
Sabina Ddumba,Swedish,9,Två Mörka Ögon,3,2018
Chris Kläfford,English,10,Treading Water,3,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",4,2018
Kamferdrops,Swedish,2,Jag Trodde Änglarna Fanns,4,2018
First Aid Kit,English,3,Fireworks,4,2018
Zara Larsson,English,4,Only You,4,2018
Avicii feat. Sandro Cavazza,English,5,Without You,4,2018
Darin,Swedish,6,Tvillingen,4,2018
Nano,English,7,Hold On,4,2018
Mando Diao,English,8,Shake,4,2018
Chris Kläfford,English,9,Treading Water,4,2018
Bo Kaspers Orkester,Swedish,10,En Sländas Andetag (2017),4,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",5,2018
First Aid Kit,English,2,Fireworks,5,2018
Darin,Swedish,3,Tvillingen,5,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,5,2018
Zara Larsson,English,5,Only You,5,2018
Nano,English,6,Hold On,5,2018
Avicii feat. Sandro Cavazza,English,7,Without You,5,2018
Mando Diao,English,8,Shake,5,2018
Chris Kläfford,English,9,Treading Water,5,2018
Bo Kaspers Orkester,Swedish,10,En Sländas Andetag (2017),5,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",6,2018
First Aid Kit,English,2,Fireworks,6,2018
Zara Larsson,English,3,Only You,6,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,6,2018
Avicii feat. Sandro Cavazza,English,5,Without You,6,2018
Darin,Swedish,6,Tvillingen,6,2018
Nano,English,7,Hold On,6,2018
Mando Diao,English,8,Shake,6,2018
Bo Kaspers Orkester,Swedish,9,En Sländas Andetag (2017),6,2018
Chris Kläfford,English,10,Treading Water,6,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",7,2018
First Aid Kit,English,2,Fireworks,7,2018
Zara Larsson,English,3,Only You,7,2018
Nano,English,4,Hold On,7,2018
Darin,Swedish,5,Tvillingen,7,2018
Kamferdrops,Swedish,6,Jag Trodde Änglarna Fanns,7,2018
Mando Diao,English,7,Shake,7,2018
Avicii feat. Sandro Cavazza,English,8,Without You,7,2018
Chris Kläfford,English,9,Treading Water,7,2018
Bo Kaspers Orkester,Swedish,10,En Sländas Andetag (2017),7,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",8,2018
First Aid Kit,English,2,Fireworks,8,2018
Zara Larsson,English,3,Only You,8,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,8,2018
Darin,Swedish,5,Tvillingen,8,2018
Nano,English,6,Hold On,8,2018
Avicii feat. Sandro Cavazza,English,7,Without You,8,2018
Mando Diao,English,8,Shake,8,2018
Bo Kaspers Orkester,Swedish,9,En Sländas Andetag (2017),8,2018
Chris Kläfford,English,10,Treading Water,8,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",9,2018
First Aid Kit,English,2,Fireworks,9,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,9,2018
Darin,Swedish,4,Tvillingen,9,2018
Nano,English,5,Hold On,9,2018
Zara Larsson,English,6,Only You,9,2018
Avicii feat. Sandro Cavazza,English,7,Without You,9,2018
Mando Diao,English,8,Shake,9,2018
Bo Kaspers Orkester,Swedish,9,En Sländas Andetag (2017),9,2018
Jessica Andersson,English,10,Party Voice,9,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",10,2018
First Aid Kit,English,2,Fireworks,10,2018
Zara Larsson,English,3,Only You,10,2018
Darin,Swedish,4,Tvillingen,10,2018
Kamferdrops,Swedish,5,Jag Trodde Änglarna Fanns,10,2018
Avicii feat. Sandro Cavazza,English,6,Without You,10,2018
Mando Diao,English,7,Shake,10,2018
Bo Kaspers Orkester,Swedish,8,En Sländas Andetag (2017),10,2018
Mendez,English,9,Everyday,10,2018
Rolandz,Swedish,10,Fuldans,10,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",11,2018
First Aid Kit,English,2,Fireworks,11,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,11,2018
Avicii feat. Sandro Cavazza,English,4,Without You,11,2018
Zara Larsson,English,5,Only You,11,2018
Darin,Swedish,6,Tvillingen,11,2018
Rolandz,Swedish,7,Fuldans,11,2018
Bo Kaspers Orkester,Swedish,8,En Sländas Andetag (2017),11,2018
Felix Sandman,English,9,Every Single Day,11,2018
Mando Diao,English,10,Shake,11,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",12,2018
First Aid Kit,English,2,Fireworks,12,2018
Zara Larsson,English,3,Only You,12,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,12,2018
Avicii feat. Sandro Cavazza,English,5,Without You,12,2018
Miss Li,English,6,Beautiful,12,2018
Felix Sandman,English,7,Every Single Day,12,2018
Darin,Swedish,8,Tvillingen,12,2018
Mando Diao,English,9,Shake,12,2018
Rolandz,Swedish,10,Fuldans,12,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",13,2018
First Aid Kit,English,2,Fireworks,13,2018
Zara Larsson,English,3,Only You,13,2018
Darin,Swedish,4,Tvillingen,13,2018
Kamferdrops,Swedish,5,Jag Trodde Änglarna Fanns,13,2018
Mando Diao,English,6,Shake,13,2018
Felix Sandman,English,7,Every Single Day,13,2018
Rolandz,Swedish,8,Fuldans,13,2018
Miss Li,English,9,Beautiful,13,2018
Avicii feat. Sandro Cavazza,English,10,Without You,13,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",14,2018
First Aid Kit,English,2,Fireworks,14,2018
Darin,Swedish,3,Tvillingen,14,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,14,2018
Zara Larsson,English,5,Only You,14,2018
Mando Diao,English,6,Shake,14,2018
Avicii feat. Sandro Cavazza,English,7,Without You,14,2018
Miss Li,English,8,Beautiful,14,2018
Rolandz,Swedish,9,Fuldans,14,2018
Felix Sandman,English,10,Every Single Day,14,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",15,2018
First Aid Kit,English,2,Fireworks,15,2018
Darin,Swedish,3,Tvillingen,15,2018
Zara Larsson,English,4,Only You,15,2018
Kamferdrops,Swedish,5,Jag Trodde Änglarna Fanns,15,2018
Miss Li,English,6,Beautiful,15,2018
Felix Sandman,English,7,Every Single Day,15,2018
Avicii feat. Sandro Cavazza,English,8,Without You,15,2018
Mando Diao,English,9,Shake,15,2018
Rolandz,Swedish,10,Fuldans,15,2018
Ted Gärdestad,Swedish,1,"Sol, Vind Och Vatten",16,2018
First Aid Kit,English,2,Fireworks,16,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,16,2018
Zara Larsson,English,4,Only You,16,2018
Darin,Swedish,5,Tvillingen,16,2018
Avicii feat. Sandro Cavazza,English,6,Without You,16,2018
Miss Li,English,7,Beautiful,16,2018
Rolandz,Swedish,8,Fuldans,16,2018
Mando Diao,English,9,Shake,16,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,16,2018
Avicii feat. Sandro Cavazza,English,1,Without You,17,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",17,2018
First Aid Kit,English,3,Fireworks,17,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,17,2018
Zara Larsson,English,5,Only You,17,2018
Darin,Swedish,6,Tvillingen,17,2018
Miss Li,English,7,Beautiful,17,2018
Rolandz,Swedish,8,Fuldans,17,2018
Mando Diao,English,9,Shake,17,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,17,2018
Avicii feat. Sandro Cavazza,English,1,Without You,18,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",18,2018
First Aid Kit,English,3,Fireworks,18,2018
Zara Larsson,English,4,Only You,18,2018
Darin,Swedish,5,Tvillingen,18,2018
Kamferdrops,Swedish,6,Jag Trodde Änglarna Fanns,18,2018
Miss Li,English,7,Beautiful,18,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,18,2018
Mando Diao,English,9,Shake,18,2018
Rolandz,Swedish,10,Fuldans,18,2018
Avicii feat. Sandro Cavazza,English,1,Without You,19,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",19,2018
First Aid Kit,English,3,Fireworks,19,2018
Darin,Swedish,4,Tvillingen,19,2018
Kamferdrops,Swedish,5,Jag Trodde Änglarna Fanns,19,2018
Miss Li,English,6,Beautiful,19,2018
Mando Diao,English,7,Shake,19,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,19,2018
Benjamin Ingrosso,English,9,Dance You Off,19,2018
Rolandz,Swedish,10,Fuldans,19,2018
Avicii feat. Sandro Cavazza,English,1,Without You,20,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",20,2018
First Aid Kit,English,3,Fireworks,20,2018
Darin,Swedish,4,Tvillingen,20,2018
Kamferdrops,Swedish,5,Jag Trodde Änglarna Fanns,20,2018
Mando Diao,English,6,Shake,20,2018
Miss Li,English,7,Beautiful,20,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,20,2018
Benjamin Ingrosso,English,9,Dance You Off,20,2018
Rolandz,Swedish,10,Fuldans,20,2018
Avicii feat. Sandro Cavazza,English,1,Without You,21,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",21,2018
First Aid Kit,English,3,Fireworks,21,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,21,2018
Miss Li,English,5,Beautiful,21,2018
Darin,Swedish,6,Tvillingen,21,2018
Mando Diao,English,7,Shake,21,2018
Rolandz,Swedish,8,Fuldans,21,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,21,2018
Benjamin Ingrosso,English,10,Dance You Off,21,2018
Avicii feat. Sandro Cavazza,English,1,Without You,22,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",22,2018
First Aid Kit,English,3,Fireworks,22,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,22,2018
Miss Li,English,5,Beautiful,22,2018
Darin,Swedish,6,Tvillingen,22,2018
Mando Diao,English,7,Shake,22,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,22,2018
Rolandz,Swedish,9,Fuldans,22,2018
Benjamin Ingrosso,English,10,Dance You Off,22,2018
Avicii feat. Sandro Cavazza,English,1,Without You,23,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",23,2018
First Aid Kit,English,3,Fireworks,23,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,23,2018
Miss Li,English,5,Beautiful,23,2018
Darin,Swedish,6,Tvillingen,23,2018
Rolandz,Swedish,7,Fuldans,23,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,23,2018
Sanna Nielsen,Swedish,9,Det Vänder Nu,23,2018
Gyllene Tider med Linnea Henriksson,Swedish,10,Bäst När Det Gäller,23,2018
Avicii feat. Sandro Cavazza,English,1,Without You,24,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",24,2018
First Aid Kit,English,3,Fireworks,24,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,24,2018
Darin,Swedish,5,Tvillingen,24,2018
Miss Li,English,6,Beautiful,24,2018
Chris Kläfford,English,7,What Happened To Us,24,2018
Rolandz,Swedish,8,Fuldans,24,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,24,2018
Rhys,English,10,No Vacancy,24,2018
Avicii feat. Sandro Cavazza,English,1,Without You,25,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",25,2018
First Aid Kit,English,3,Fireworks,25,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,25,2018
Darin,Swedish,5,Tvillingen,25,2018
Miss Li,English,6,Beautiful,25,2018
Chris Kläfford,English,7,What Happened To Us,25,2018
Tomas Andersson Wij,Swedish,8,När Solen Färgar Juninatten,25,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,25,2018
Rolandz,Swedish,10,Fuldans,25,2018
Avicii feat. Sandro Cavazza,English,1,Without You,26,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",26,2018
First Aid Kit,English,3,Fireworks,26,2018
Miss Li,English,4,Beautiful,26,2018
Kamferdrops,Swedish,5,Jag Trodde Änglarna Fanns,26,2018
Darin,Swedish,6,Tvillingen,26,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,26,2018
Chris Kläfford,English,8,What Happened To Us,26,2018
Rolandz,Swedish,9,Fuldans,26,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,26,2018
Avicii feat. Sandro Cavazza,English,1,Without You,27,2018
Ted Gärdestad,Swedish,2,"Sol, Vind Och Vatten",27,2018
First Aid Kit,English,3,Fireworks,27,2018
Darin,Swedish,4,Tvillingen,27,2018
Kamferdrops,Swedish,5,Jag Trodde Änglarna Fanns,27,2018
Miss Li,English,6,Beautiful,27,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,27,2018
Chris Kläfford,English,8,What Happened To Us,27,2018
Rolandz,Swedish,9,Fuldans,27,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,27,2018
Avicii feat. Sandro Cavazza,English,1,Without You,28,2018
First Aid Kit,English,2,Fireworks,28,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,28,2018
Miss Li,English,4,Beautiful,28,2018
Darin,Swedish,5,Tvillingen,28,2018
Chris Kläfford,English,6,What Happened To Us,28,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,28,2018
Rolandz,Swedish,8,Fuldans,28,2018
Molly Sandén,Swedish,9,Större,28,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,28,2018
Avicii feat. Sandro Cavazza,English,1,Without You,29,2018
First Aid Kit,English,2,Fireworks,29,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,29,2018
Darin,Swedish,4,Tvillingen,29,2018
Miss Li,English,5,Beautiful,29,2018
Uno Svenningsson,Norwegian,6,Det Blir Ljusare Igen,29,2018
Chris Kläfford,English,7,What Happened To Us,29,2018
Tomas Andersson Wij,Swedish,8,När Solen Färgar Juninatten,29,2018
Molly Sandén,Swedish,9,Större,29,2018
Rolandz,Swedish,10,Fuldans,29,2018
Avicii feat. Sandro Cavazza,English,1,Without You,30,2018
First Aid Kit,English,2,Fireworks,30,2018
Darin,Swedish,3,Tvillingen,30,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,30,2018
Miss Li,English,5,Beautiful,30,2018
Chris Kläfford,English,6,What Happened To Us,30,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,30,2018
Molly Sandén,Swedish,8,Större,30,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,30,2018
Eagle-Eye Cherry,English,10,Streets Of You,30,2018
Avicii feat. Sandro Cavazza,English,1,Without You,31,2018
Kamferdrops,Swedish,2,Jag Trodde Änglarna Fanns,31,2018
First Aid Kit,English,3,Fireworks,31,2018
Darin,Swedish,4,Tvillingen,31,2018
Chris Kläfford,English,5,What Happened To Us,31,2018
Miss Li,English,6,Beautiful,31,2018
Molly Sandén,Swedish,7,Större,31,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,31,2018
Eagle-Eye Cherry,English,9,Streets Of You,31,2018
Tomas Andersson Wij,Swedish,10,När Solen Färgar Juninatten,31,2018
Avicii feat. Sandro Cavazza,English,1,Without You,32,2018
First Aid Kit,English,2,Fireworks,32,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,32,2018
Darin,Swedish,4,Tvillingen,32,2018
Uno Svenningsson,Norwegian,5,Det Blir Ljusare Igen,32,2018
Miss Li,English,6,Beautiful,32,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,32,2018
Molly Sandén,Swedish,8,Större,32,2018
Eagle-Eye Cherry,English,9,Streets Of You,32,2018
Takida,English,10,Master,32,2018
Avicii feat. Sandro Cavazza,English,1,Without You,33,2018
First Aid Kit,English,2,Fireworks,33,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,33,2018
Darin,Swedish,4,Tvillingen,33,2018
Miss Li,English,5,Beautiful,33,2018
Tomas Andersson Wij,Swedish,6,När Solen Färgar Juninatten,33,2018
Molly Sandén,Swedish,7,Större,33,2018
Sandro Cavazza & P3GI-13,English,8,High With Somebody,33,2018
Takida,English,9,Master,33,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,33,2018
Avicii feat. Sandro Cavazza,English,1,Without You,34,2018
Kamferdrops,Swedish,2,Jag Trodde Änglarna Fanns,34,2018
First Aid Kit,English,3,Fireworks,34,2018
Molly Sandén,Swedish,4,Större,34,2018
Darin,Swedish,5,Tvillingen,34,2018
Miss Li,English,6,Beautiful,34,2018
Sandro Cavazza & P3GI-13,English,7,High With Somebody,34,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,34,2018
Tomas Andersson Wij,Swedish,9,När Solen Färgar Juninatten,34,2018
Takida,English,10,Master,34,2018
Avicii feat. Sandro Cavazza,English,1,Without You,35,2018
Darin,Swedish,2,Tvillingen,35,2018
First Aid Kit,English,3,Fireworks,35,2018
Kamferdrops,Swedish,4,Jag Trodde Änglarna Fanns,35,2018
Miss Li,English,5,Beautiful,35,2018
Molly Sandén,Swedish,6,Större,35,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,35,2018
Takida,English,8,Master,35,2018
Sandro Cavazza & P3GI-13,English,9,High With Somebody,35,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,35,2018
Avicii feat. Sandro Cavazza,English,1,Without You,36,2018
First Aid Kit,English,2,Fireworks,36,2018
Kamferdrops,Swedish,3,Jag Trodde Änglarna Fanns,36,2018
Darin,Swedish,4,Tvillingen,36,2018
Miss Li,English,5,Beautiful,36,2018
Tomas Andersson Wij,Swedish,6,När Solen Färgar Juninatten,36,2018
Robyn,English,7,Missing U,36,2018
Molly Sandén,Swedish,8,Större,36,2018
Takida,English,9,Master,36,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,36,2018
Avicii feat. Sandro Cavazza,English,1,Without You,37,2018
Darin,Swedish,2,Tvillingen,37,2018
First Aid Kit,English,3,Fireworks,37,2018
Molly Sandén,Swedish,4,Större,37,2018
Tomas Andersson Wij,Swedish,5,När Solen Färgar Juninatten,37,2018
Takida,English,6,Master,37,2018
Robyn,English,7,Missing U,37,2018
Miss Li,English,8,Beautiful,37,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,37,2018
Chris Kläfford,English,10,Sober,37,2018
Darin,Swedish,1,Tvillingen,38,2018
First Aid Kit,English,2,Fireworks,38,2018
Molly Sandén,Swedish,3,Större,38,2018
Miss Li,English,4,Beautiful,38,2018
Robyn,English,5,Missing U,38,2018
Takida,English,6,Master,38,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,38,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,38,2018
Chris Kläfford,English,9,Sober,38,2018
Ghost,English,10,Life Eternal,38,2018
First Aid Kit,English,1,Fireworks,39,2018
Darin,Swedish,2,Tvillingen,39,2018
Molly Sandén,Swedish,3,Större,39,2018
Takida,English,4,Master,39,2018
Tomas Andersson Wij,Swedish,5,När Solen Färgar Juninatten,39,2018
Robyn,English,6,Missing U,39,2018
Uno Svenningsson,Norwegian,7,Det Blir Ljusare Igen,39,2018
Sabina Ddumba,English,8,Small World,39,2018
Miss Li,English,9,Beautiful,39,2018
Chris Kläfford,English,10,Sober,39,2018
First Aid Kit,English,1,Fireworks,40,2018
Darin,Swedish,2,Tvillingen,40,2018
Miss Li,English,3,Beautiful,40,2018
Molly Sandén,Swedish,4,Större,40,2018
Tomas Andersson Wij,Swedish,5,När Solen Färgar Juninatten,40,2018
Robyn,English,6,Missing U,40,2018
Takida,English,7,Master,40,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,40,2018
Sabina Ddumba,English,9,Small World,40,2018
Chris Kläfford,English,10,Sober,40,2018
First Aid Kit,English,1,Fireworks,41,2018
Molly Sandén,Swedish,2,Större,41,2018
Darin,Swedish,3,Tvillingen,41,2018
Robyn,English,4,Missing U,41,2018
Miss Li,English,5,Beautiful,41,2018
Tomas Andersson Wij,Swedish,6,När Solen Färgar Juninatten,41,2018
Takida,English,7,Master,41,2018
Sabina Ddumba,English,8,Small World,41,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,41,2018
Chris Kläfford,English,10,Sober,41,2018
First Aid Kit,English,1,Fireworks,42,2018
Darin,Swedish,2,Tvillingen,42,2018
Molly Sandén,Swedish,3,Större,42,2018
Miss Li,English,4,Beautiful,42,2018
Takida,English,5,Master,42,2018
Robyn,English,6,Missing U,42,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,42,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,42,2018
Sabina Ddumba,English,9,Small World,42,2018
Chris Kläfford,English,10,Sober,42,2018
First Aid Kit,English,1,Fireworks,43,2018
Darin,Swedish,2,Tvillingen,43,2018
Robyn,English,3,Missing U,43,2018
Tomas Andersson Wij,Swedish,4,När Solen Färgar Juninatten,43,2018
Takida,English,5,Master,43,2018
Miss Li,English,6,Beautiful,43,2018
Molly Sandén,Swedish,7,Större,43,2018
Sabina Ddumba,English,8,Small World,43,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,43,2018
Chris Kläfford,English,10,Sober,43,2018
First Aid Kit,English,1,Fireworks,44,2018
Darin,Swedish,2,Tvillingen,44,2018
Robyn,English,3,Missing U,44,2018
Molly Sandén,Swedish,4,Större,44,2018
Takida,English,5,Master,44,2018
Miss Li,English,6,Beautiful,44,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,44,2018
Chris Kläfford,English,8,Sober,44,2018
Sabina Ddumba,English,9,Small World,44,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,44,2018
First Aid Kit,English,1,Fireworks,45,2018
Takida,English,2,Master,45,2018
Darin,Swedish,3,Tvillingen,45,2018
Robyn,English,4,Missing U,45,2018
Molly Sandén,Swedish,5,Större,45,2018
Miss Li,English,6,Beautiful,45,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,45,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,45,2018
Sabina Ddumba,English,9,Small World,45,2018
Chris Kläfford,English,10,Sober,45,2018
First Aid Kit,English,1,Fireworks,46,2018
Robyn,English,2,Missing U,46,2018
Miss Li,English,3,Beautiful,46,2018
Molly Sandén,Swedish,4,Större,46,2018
Takida,English,5,Master,46,2018
Sabina Ddumba,English,6,Small World,46,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,46,2018
Chris Kläfford,English,8,Sober,46,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,46,2018
Charlotte Perrelli,Swedish,10,Släpper Allt,46,2018
First Aid Kit,English,1,Fireworks,47,2018
Takida,English,2,Master,47,2018
Robyn,English,3,Missing U,47,2018
Molly Sandén,Swedish,4,Större,47,2018
Miss Li,English,5,Beautiful,47,2018
Sabina Ddumba,English,6,Small World,47,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,47,2018
Chris Kläfford,English,8,Sober,47,2018
Uno Svenningsson,Norwegian,9,Det Blir Ljusare Igen,47,2018
Linnea Henriksson,English,10,Hero,47,2018
First Aid Kit,English,1,Fireworks,48,2018
Miss Li,English,2,Beautiful,48,2018
Takida,English,3,Master,48,2018
Molly Sandén,Swedish,4,Större,48,2018
Robyn,English,5,Missing U,48,2018
Zara Larsson,English,6,Ruin My Life,48,2018
Tomas Andersson Wij,Swedish,7,När Solen Färgar Juninatten,48,2018
Uno Svenningsson,Norwegian,8,Det Blir Ljusare Igen,48,2018
Linnea Henriksson,English,9,Hero,48,2018
Chris Kläfford,English,10,Sober,48,2018
First Aid Kit,English,1,Fireworks,49,2018
Magnus Uggla,Swedish,2,Århundradets Jul,49,2018
Miss Li,English,3,Beautiful,49,2018
Molly Sandén,Swedish,4,Större,49,2018
Zara Larsson,English,5,Ruin My Life,49,2018
Robyn,English,6,Missing U,49,2018
Takida,English,7,Master,49,2018
Tomas Andersson Wij,Swedish,8,När Solen Färgar Juninatten,49,2018
Linnea Henriksson,English,9,Hero,49,2018
Uno Svenningsson,Norwegian,10,Det Blir Ljusare Igen,49,2018
First Aid Kit,English,1,Fireworks,50,2018
Magnus Uggla,Swedish,2,Århundradets Jul,50,2018
Robyn,English,3,Missing U,50,2018
Zara Larsson,English,4,Ruin My Life,50,2018
Takida,English,5,Master,50,2018
Uno Svenningsson,Norwegian,6,Det Blir Ljusare Igen,50,2018
Molly Sandén,Swedish,7,Större,50,2018
Linnea Henriksson,English,8,Hero,50,2018
Tomas Andersson Wij,Swedish,9,När Solen Färgar Juninatten,50,2018
Miss Li,English,10,Beautiful,50,2018
First Aid Kit,English,1,Fireworks,51,2018
Magnus Uggla,Swedish,2,Århundradets Jul,51,2018
Molly Sandén,Swedish,3,Större,51,2018
Takida,English,4,Master,51,2018
Zara Larsson,English,5,Ruin My Life,51,2018
Linnea Henriksson,English,6,Hero,51,2018
Robyn,English,7,Missing U,51,2018
Miss Li,English,8,Beautiful,51,2018
