position,artist,title,year,week,language
8,Miss Li,Beautiful,2018,51,English
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,51,Norwegian
10,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,51,Swedish
1,First Aid Kit,Fireworks,2018,52,English
2,Magnus Uggla,Århundradets Jul,2018,52,Swedish
3,Molly Sandén,Större,2018,52,Swedish
4,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2018,52,English
5,Takida,Master,2018,52,English
6,Robyn,Missing U,2018,52,English
7,Uno Svenningsson,Det Blir Ljusare Igen,2018,52,Norwegian
8,Zara Larsson,Ruin My Life,2018,52,English
9,Miss Li,Beautiful,2018,52,English
10,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,52,Swedish
1,Molly Sandén,Större,2019,1,Swedish
2,Zara Larsson,Ruin My Life,2019,1,English
3,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,1,English
4,Takida,Master,2019,1,English
5,Miss Li,Beautiful,2019,1,English
6,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,1,Swedish
7,Uno Svenningsson,Det Blir Ljusare Igen,2019,1,Norwegian
8,Robyn,Missing U,2019,1,English
9,Magnus Uggla,Århundradets Jul,2019,1,Swedish
10,Peter Jöback,Shape Of You,2019,1,English
1,Molly Sandén,Större,2019,2,Swedish
2,Robyn,Missing U,2019,2,English
3,Zara Larsson,Ruin My Life,2019,2,English
4,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,2,English
5,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,2,Swedish
6,Takida,Master,2019,2,English
7,Miss Li,Beautiful,2019,2,English
8,Uno Svenningsson,Det Blir Ljusare Igen,2019,2,Norwegian
9,Peter Jöback,Shape Of You,2019,2,English
10,Miss Li,Den Vintertid Nu Kommer,2019,2,Swedish
1,Robyn,Missing U,2019,3,English
2,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,3,English
3,Molly Sandén,Större,2019,3,Swedish
4,Takida,Master,2019,3,English
5,Zara Larsson,Ruin My Life,2019,3,English
6,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,3,Swedish
7,CajsaStina Åkerström,Om Det Var Du,2019,3,Swedish
8,Miss Li,Den Vintertid Nu Kommer,2019,3,Swedish
9,Miss Li,Beautiful,2019,3,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2019,3,Norwegian
1,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,4,English
2,Takida,Master,2019,4,English
3,Zara Larsson,Ruin My Life,2019,4,English
4,Molly Sandén,Större,2019,4,Swedish
5,CajsaStina Åkerström,Om Det Var Du,2019,4,Swedish
6,Miss Li,Den Vintertid Nu Kommer,2019,4,Swedish
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,4,Swedish
8,Miss Li,Beautiful,2019,4,English
9,Uno Svenningsson,Det Blir Ljusare Igen,2019,4,Norwegian
10,Robyn,Missing U,2019,4,English
1,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,5,English
2,Molly Sandén,Större,2019,5,Swedish
3,Zara Larsson,Ruin My Life,2019,5,English
4,Takida,Master,2019,5,English
5,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,5,Swedish
6,CajsaStina Åkerström,Om Det Var Du,2019,5,Swedish
7,Uno Svenningsson,Det Blir Ljusare Igen,2019,5,Norwegian
8,Linnea Henriksson,Den Stora Dagen,2019,5,Swedish
9,Robyn,Missing U,2019,5,English
10,Miss Li,Beautiful,2019,5,English
1,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,6,English
2,Miss Li,Beautiful,2019,6,English
3,Takida,Master,2019,6,English
4,Molly Sandén,Större,2019,6,Swedish
5,Zara Larsson,Ruin My Life,2019,6,English
6,Linnea Henriksson,Den Stora Dagen,2019,6,Swedish
7,Robyn,Missing U,2019,6,English
8,CajsaStina Åkerström,Om Det Var Du,2019,6,Swedish
9,Uno Svenningsson,Det Blir Ljusare Igen,2019,6,Norwegian
10,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,6,Swedish
1,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,7,English
2,Robyn,Missing U,2019,7,English
3,Molly Sandén,Större,2019,7,Swedish
4,Anna Bergendahl,Ashes To Ashes,2019,7,English
5,Takida,Master,2019,7,English
6,Zara Larsson,Ruin My Life,2019,7,English
7,Miss Li,Beautiful,2019,7,English
8,CajsaStina Åkerström,Om Det Var Du,2019,7,Swedish
9,Linnea Henriksson,Den Stora Dagen,2019,7,Swedish
10,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,7,Swedish
1,Takida,Master,2019,8,English
2,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,8,English
3,Molly Sandén,Sand,2019,8,Swedish
4,Miss Li,Beautiful,2019,8,English
5,Robyn,Missing U,2019,8,English
6,Anna Bergendahl,Ashes To Ashes,2019,8,English
7,Linnea Henriksson,Den Stora Dagen,2019,8,Swedish
8,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,8,Swedish
9,Zara Larsson,Ruin My Life,2019,8,English
10,CajsaStina Åkerström,Om Det Var Du,2019,8,Swedish
1,Anna Bergendahl,Ashes To Ashes,2019,9,English
2,Molly Sandén,Sand,2019,9,Swedish
3,Zara Larsson,Ruin My Life,2019,9,English
4,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,9,English
5,Takida,Master,2019,9,English
6,Linnea Henriksson,Den Stora Dagen,2019,9,Swedish
7,Robyn,Missing U,2019,9,English
8,Miss Li,Beautiful,2019,9,English
9,CajsaStina Åkerström,Om Det Var Du,2019,9,Swedish
10,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,9,Swedish
1,Anna Bergendahl,Ashes To Ashes,2019,10,English
2,John Lundvik,Too Late For Love,2019,10,English
3,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,10,English
4,Molly Sandén,Sand,2019,10,Swedish
5,Takida,Master,2019,10,English
6,CajsaStina Åkerström,Om Det Var Du,2019,10,Swedish
7,Robyn,Missing U,2019,10,English
8,Miss Li,Beautiful,2019,10,English
9,Tomas Andersson Wij,När Solen Färgar Juninatten,2019,10,Swedish
10,Linnea Henriksson,Den Stora Dagen,2019,10,Swedish
1,John Lundvik,Too Late For Love,2019,11,English
2,Anna Bergendahl,Ashes To Ashes,2019,11,English
3,Robyn,Missing U,2019,11,English
4,Molly Sandén,Sand,2019,11,Swedish
5,Jon Henrik Fjällgren,Norrsken,2019,11,Swedish
6,Linnea Henriksson,Den Stora Dagen,2019,11,Swedish
7,Miss Li,Beautiful,2019,11,English
8,Hanna Ferm/LIAMOO,Hold You,2019,11,English
9,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,11,English
10,Takida,Master,2019,11,English
1,John Lundvik,Too Late For Love,2019,12,English
2,Anna Bergendahl,Ashes To Ashes,2019,12,English
3,Linnea Henriksson,Den Stora Dagen,2019,12,Swedish
4,Takida,Master,2019,12,English
5,Arvingarna,I Do,2019,12,Swedish
6,Molly Sandén,Sand,2019,12,Swedish
7,Jon Henrik Fjällgren,Norrsken,2019,12,Swedish
8,Robyn,Missing U,2019,12,English
9,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,12,English
10,Laleh,Tack Förlåt,2019,12,Swedish
1,John Lundvik,Too Late For Love,2019,13,English
2,Anna Bergendahl,Ashes To Ashes,2019,13,English
3,Laleh,Tack Förlåt,2019,13,Swedish
4,Arvingarna,I Do,2019,13,Swedish
5,Jon Henrik Fjällgren,Norrsken,2019,13,Swedish
6,Molly Sandén,Sand,2019,13,Swedish
7,Robyn,Missing U,2019,13,English
8,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,13,English
9,Linnea Henriksson,Den Stora Dagen,2019,13,Swedish
10,Takida,Master,2019,13,English
1,John Lundvik,Too Late For Love,2019,14,English
2,Anna Bergendahl,Ashes To Ashes,2019,14,English
3,Takida,Master,2019,14,English
4,Arvingarna,I Do,2019,14,Swedish
5,Jon Henrik Fjällgren,Norrsken,2019,14,Swedish
6,Laleh,Tack Förlåt,2019,14,Swedish
7,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,14,English
8,Molly Sandén,Sand,2019,14,Swedish
9,Linnea Henriksson,Den Stora Dagen,2019,14,Swedish
10,Jill Johnson,Is It Hard Being A Man,2019,14,English
1,John Lundvik,Too Late For Love,2019,15,English
2,Mohombi,Hello,2019,15,English
3,Zara Larsson,Don't Worry Bout Me,2019,15,English
4,Mabel,Don't Call Me Up,2019,15,English
5,Hanna Ferm/LIAMOO,Hold You,2019,15,English
6,Anna Bergendahl,Ashes To Ashes,2019,15,English
7,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,15,English
8,Veronica Maggio,Kurt Cobain,2019,15,Swedish
9,Molly Sandén,Sand,2019,15,Swedish
10,Kygo & Sandro Cavazza,Happy Now,2019,15,English
1,John Lundvik,Too Late For Love,2019,16,English
2,Hanna Ferm/LIAMOO,Hold You,2019,16,English
3,Avicii & Aloe Blacc,SOS,2019,16,English
4,Mabel,Don't Call Me Up,2019,16,English
5,Zara Larsson,Don't Worry Bout Me,2019,16,English
6,Mohombi,Hello,2019,16,English
7,Anna Bergendahl,Ashes To Ashes,2019,16,English
8,Veronica Maggio,Kurt Cobain,2019,16,Swedish
9,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,16,English
10,Molly Sandén,Sand,2019,16,Swedish
1,Avicii & Aloe Blacc,SOS,2019,17,English
2,John Lundvik,Too Late For Love,2019,17,English
3,Zara Larsson,Don't Worry Bout Me,2019,17,English
4,Mabel,Don't Call Me Up,2019,17,English
4,Mohombi,Hello,2019,17,English
6,Hanna Ferm/LIAMOO,Hold You,2019,17,English
7,Veronica Maggio,Kurt Cobain,2019,17,Swedish
8,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,17,English
9,Anna Bergendahl,Ashes To Ashes,2019,17,English
10,Molly Sandén,Sand,2019,17,Swedish
1,Avicii & Aloe Blacc,SOS,2019,18,English
2,Zara Larsson,Don't Worry Bout Me,2019,18,English
3,John Lundvik,Too Late For Love,2019,18,English
4,Hanna Ferm/LIAMOO,Hold You,2019,18,English
5,Mohombi,Hello,2019,18,English
5,Mabel,Don't Call Me Up,2019,18,English
7,Veronica Maggio,Kurt Cobain,2019,18,Swedish
8,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,18,English
9,Anna Bergendahl,Ashes To Ashes,2019,18,English
10,Molly Sandén,Sand,2019,18,Swedish
1,John Lundvik,Too Late For Love,2019,19,English
2,Avicii & Aloe Blacc,SOS,2019,19,English
3,Zara Larsson,Don't Worry Bout Me,2019,19,English
4,Mabel,Don't Call Me Up,2019,19,English
5,Hanna Ferm/LIAMOO,Hold You,2019,19,English
6,Anna Bergendahl,Ashes To Ashes,2019,19,English
7,Mohombi,Hello,2019,19,English
8,Måns Zelmerlöw & Dotter,Walk With Me,2019,19,English
9,Veronica Maggio,Kurt Cobain,2019,19,Swedish
10,Molly Sandén,Den Som E Den,2019,19,Swedish
1,Avicii & Aloe Blacc,SOS,2019,20,English
2,John Lundvik,Too Late For Love,2019,20,English
3,Mabel,Don't Call Me Up,2019,20,English
4,Mohombi,Hello,2019,20,English
5,GAMMAL,Blommor Där Du Står,2019,20,Swedish
6,Zara Larsson,Don't Worry Bout Me,2019,20,English
7,Anna Bergendahl,Ashes To Ashes,2019,20,English
8,Veronica Maggio,Kurt Cobain,2019,20,Swedish
9,Darin,Hög,2019,20,Swedish
10,Mares,Sunnanvind,2019,20,Swedish
1,Avicii & Aloe Blacc,SOS,2019,21,English
2,John Lundvik,Too Late For Love,2019,21,English
3,Mabel,Don't Call Me Up,2019,21,English
4,Miriam Bryant,Du Med Dig,2019,21,Swedish
5,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,21,English
6,Molly Sandén,Den Som E Den,2019,21,Swedish
7,Darin,Hög,2019,21,Swedish
8,GAMMAL,Blommor Där Du Står,2019,21,Swedish
9,Veronica Maggio,Tillfälligheter,2019,21,Swedish
9,Victor Crone,Storm,2019,21,English
1,Avicii & Aloe Blacc,SOS,2019,22,English
2,John Lundvik,Too Late For Love,2019,22,English
3,Mabel,Don't Call Me Up,2019,22,English
4,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,22,English
5,Miriam Bryant,Du Med Dig,2019,22,Swedish
6,Mares,Sunnanvind,2019,22,Swedish
7,Molly Sandén,Sand,2019,22,Swedish
8,Victor Crone,Storm,2019,22,English
9,Mohombi,Hello,2019,22,English
10,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,22,English
1,Avicii & Aloe Blacc,SOS,2019,23,English
2,John Lundvik,Too Late For Love,2019,23,English
3,Mabel,Don't Call Me Up,2019,23,English
4,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,23,English
5,Mares,Sunnanvind,2019,23,Swedish
6,Anna Bergendahl,Ashes To Ashes,2019,23,English
7,Molly Sandén,Den Som E Den,2019,23,Swedish
8,Darin,Hög,2019,23,Swedish
8,GAMMAL,Blommor Där Du Står,2019,23,Swedish
10,Veronica Maggio,Kurt Cobain,2019,23,Swedish
1,Avicii & Aloe Blacc,SOS,2019,24,English
2,Mares,Sunnanvind,2019,24,Swedish
3,John Lundvik,Too Late For Love,2019,24,English
4,Molly Sandén,Den Som E Den,2019,24,Swedish
5,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,24,English
6,Veronica Maggio,Tillfälligheter,2019,24,Swedish
7,Mabel,Don't Call Me Up,2019,24,English
8,Miriam Bryant,Du Med Dig,2019,24,Swedish
9,Victor Crone,Storm,2019,24,English
10,Molly Sandén,Sand,2019,24,Swedish
1,Avicii & Aloe Blacc,SOS,2019,25,English
2,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,25,English
3,Veronica Maggio,Tillfälligheter,2019,25,Swedish
4,Molly Sandén,Den Som E Den,2019,25,Swedish
5,Mares,Sunnanvind,2019,25,Swedish
6,Mabel,Don't Call Me Up,2019,25,English
7,Anna Bergendahl,Ashes To Ashes,2019,25,English
8,GAMMAL,Blommor Där Du Står,2019,25,Swedish
9,Miriam Bryant,Du Med Dig,2019,25,Swedish
10,Victor Crone,Storm,2019,25,English
1,Avicii & Aloe Blacc,SOS,2019,26,English
2,Mares,Sunnanvind,2019,26,Swedish
3,Veronica Maggio,Tillfälligheter,2019,26,Swedish
4,Mabel,Don't Call Me Up,2019,26,English
5,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,26,English
6,Avicii,Heaven,2019,26,English
7,Victor Crone,Storm,2019,26,English
8,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,26,English
9,Molly Sandén,Den Som E Den,2019,26,Swedish
10,John Lundvik,Too Late For Love,2019,26,English
1,Avicii & Aloe Blacc,SOS,2019,27,English
2,Mares,Sunnanvind,2019,27,Swedish
3,Mabel,Don't Call Me Up,2019,27,English
4,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,27,English
5,Veronica Maggio,Tillfälligheter,2019,27,Swedish
6,Avicii,Heaven,2019,27,English
7,Molly Sandén,Den Som E Den,2019,27,Swedish
8,John Lundvik,Too Late For Love,2019,27,English
9,Lena Philipsson,Maria Magdalena,2019,27,Swedish
10,GAMMAL,Sånger Från Förut,2019,27,Swedish
1,Avicii & Aloe Blacc,SOS,2019,28,English
2,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,28,English
3,Mares,Sunnanvind,2019,28,Swedish
4,Mabel,Don't Call Me Up,2019,28,English
5,Veronica Maggio,Tillfälligheter,2019,28,Swedish
6,Avicii,Heaven,2019,28,English
7,Molly Sandén,Den Som E Den,2019,28,Swedish
8,Sandro Cavazza,Enemy,2019,28,English
9,Anna Bergendahl,Ashes To Ashes,2019,28,English
10,GAMMAL,Sånger Från Förut,2019,28,Swedish
1,Avicii & Aloe Blacc,SOS,2019,29,English
2,Mares,Sunnanvind,2019,29,Swedish
3,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,29,English
4,Avicii,Heaven,2019,29,English
5,Veronica Maggio,Tillfälligheter,2019,29,Swedish
6,Mabel,Don't Call Me Up,2019,29,English
7,Sandro Cavazza,Enemy,2019,29,English
8,Lena Philipsson,Maria Magdalena,2019,29,Swedish
9,Molly Sandén,Den Som E Den,2019,29,Swedish
10,John Lundvik,Too Late For Love,2019,29,English
1,Mares,Sunnanvind,2019,30,Swedish
2,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,30,English
3,Avicii & Aloe Blacc,SOS,2019,30,English
4,Veronica Maggio,Tillfälligheter,2019,30,Swedish
5,Mabel,Don't Call Me Up,2019,30,English
6,Sandro Cavazza,Enemy,2019,30,English
7,Avicii,Heaven,2019,30,English
8,Lena Philipsson,Maria Magdalena,2019,30,Swedish
9,Veronica Maggio,Kurt Cobain,2019,30,Swedish
10,Victor Crone,Storm,2019,30,English
1,Mares,Sunnanvind,2019,31,Swedish
2,Veronica Maggio,Tillfälligheter,2019,31,Swedish
3,Avicii & Aloe Blacc,SOS,2019,31,English
4,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,31,English
5,Lena Philipsson,Maria Magdalena,2019,31,Swedish
6,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,31,English
7,Mabel,Don't Call Me Up,2019,31,English
8,Molly Sandén,Den Som E Den,2019,31,Swedish
9,Sandro Cavazza,Enemy,2019,31,English
10,Avicii,Heaven,2019,31,English
1,Veronica Maggio,Tillfälligheter,2019,32,Swedish
2,Mares,Sunnanvind,2019,32,Swedish
3,Mabel,Don't Call Me Up,2019,32,English
4,Avicii & Aloe Blacc,SOS,2019,32,English
5,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,32,English
6,Sandro Cavazza,Enemy,2019,32,English
7,Lena Philipsson,Maria Magdalena,2019,32,Swedish
8,Molly Sandén,Den Som E Den,2019,32,Swedish
9,GAMMAL,Sånger Från Förut,2019,32,Swedish
10,Avicii,Heaven,2019,32,English
1,Veronica Maggio,Tillfälligheter,2019,33,Swedish
2,Mares,Sunnanvind,2019,33,Swedish
3,Avicii & Aloe Blacc,SOS,2019,33,English
4,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,33,English
5,GAMMAL,Sånger Från Förut,2019,33,Swedish
6,Lena Philipsson,Maria Magdalena,2019,33,Swedish
7,Mabel,Don't Call Me Up,2019,33,English
8,Avicii,Heaven,2019,33,English
9,Molly Sandén,Den Som E Den,2019,33,Swedish
10,Sandro Cavazza,Enemy,2019,33,English
1,Mares,Sunnanvind,2019,34,Swedish
2,Mabel,Don't Call Me Up,2019,34,English
3,Veronica Maggio,Tillfälligheter,2019,34,Swedish
4,Avicii & Aloe Blacc,SOS,2019,34,English
5,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,34,English
6,Sandro Cavazza,Enemy,2019,34,English
6,Lena Philipsson,Maria Magdalena,2019,34,Swedish
8,GAMMAL,Sånger Från Förut,2019,34,Swedish
9,Avicii,Heaven,2019,34,English
10,Darin,Finns Inga Ord,2019,34,Swedish
1,Veronica Maggio,Tillfälligheter,2019,35,Swedish
2,Mares,Sunnanvind,2019,35,Swedish
3,Avicii & Aloe Blacc,SOS,2019,35,English
4,Mabel,Don't Call Me Up,2019,35,English
5,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,35,English
6,Lena Philipsson,Maria Magdalena,2019,35,Swedish
7,Avicii,Heaven,2019,35,English
8,Sandro Cavazza,Enemy,2019,35,English
9,GAMMAL,Sånger Från Förut,2019,35,Swedish
10,Darin,Finns Inga Ord,2019,35,Swedish
1,Veronica Maggio,Tillfälligheter,2019,36,Swedish
2,Mares,Sunnanvind,2019,36,Swedish
3,Avicii,Heaven,2019,36,English
4,Mabel,Don't Call Me Up,2019,36,English
5,Molly Sandén,Den Som E Den,2019,36,Swedish
6,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,36,English
7,Smith & Thell,Hotel Walls,2019,36,English
8,Lena Philipsson,Maria Magdalena,2019,36,Swedish
9,Avicii & Aloe Blacc,SOS,2019,36,English
10,GAMMAL,Sånger Från Förut,2019,36,Swedish
1,Mares,Sunnanvind,2019,37,Swedish
2,Veronica Maggio,Tillfälligheter,2019,37,Swedish
3,Smith & Thell,Hotel Walls,2019,37,English
4,Lena Philipsson,Maria Magdalena,2019,37,Swedish
5,Avicii & Aloe Blacc,SOS,2019,37,English
6,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,37,English
7,Avicii,Heaven,2019,37,English
8,GAMMAL,Sånger Från Förut,2019,37,Swedish
9,Sandro Cavazza,Enemy,2019,37,English
10,Miriam Bryant,NERÅT / UPPÅT,2019,37,Swedish
1,Smith & Thell,Hotel Walls,2019,38,English
2,Mares,Sunnanvind,2019,38,Swedish
3,Veronica Maggio,Tillfälligheter,2019,38,Swedish
4,Darin,Finns Inga Ord,2019,38,Swedish
5,Lena Philipsson,Maria Magdalena,2019,38,Swedish
6,GAMMAL,Sånger Från Förut,2019,38,Swedish
7,Mando Diao,Long Long Way,2019,38,English
8,Mabel,Don't Call Me Up,2019,38,English
9,Avicii & Aloe Blacc,SOS,2019,38,English
10,Miriam Bryant,NERÅT / UPPÅT,2019,38,Swedish
1,Veronica Maggio,Tillfälligheter,2019,39,Swedish
2,Smith & Thell,Hotel Walls,2019,39,English
3,Avicii & Aloe Blacc,SOS,2019,39,English
4,Avicii,Heaven,2019,39,English
5,Mares,Sunnanvind,2019,39,Swedish
6,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,39,Swedish
7,Lena Philipsson,Maria Magdalena,2019,39,Swedish
8,GAMMAL,Sånger Från Förut,2019,39,Swedish
9,Mando Diao,Long Long Way,2019,39,English
10,Mabel,Don't Call Me Up,2019,39,English
1,Veronica Maggio,Tillfälligheter,2019,40,Swedish
2,Smith & Thell,Hotel Walls,2019,40,English
3,Avicii,Heaven,2019,40,English
4,Mares,Sunnanvind,2019,40,Swedish
5,Avicii & Aloe Blacc,SOS,2019,40,English
6,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,40,Swedish
7,Sandro Cavazza,Enemy,2019,40,English
8,Mando Diao,Long Long Way,2019,40,English
9,Lena Philipsson,Maria Magdalena,2019,40,Swedish
10,Darin,Finns Inga Ord,2019,40,Swedish
1,Veronica Maggio,Tillfälligheter,2019,41,Swedish
2,Smith & Thell,Hotel Walls,2019,41,English
3,Avicii,Heaven,2019,41,English
4,Mares,Sunnanvind,2019,41,Swedish
5,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,41,Swedish
6,"Avicii, Agnes, Vargas & Lagola",Tough Love,2019,41,English
7,Mando Diao,Long Long Way,2019,41,English
8,Lena Philipsson,Maria Magdalena,2019,41,Swedish
9,Sandro Cavazza,Enemy,2019,41,English
10,GAMMAL,Sånger Från Förut,2019,41,Swedish
1,Smith & Thell,Hotel Walls,2019,42,English
2,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,42,Swedish
3,Veronica Maggio,Tillfälligheter,2019,42,Swedish
4,Sandro Cavazza,Enemy,2019,42,English
5,Mando Diao,Long Long Way,2019,42,English
6,Måns Zelmerlöw,Better Now,2019,42,English
7,Lena Philipsson,Maria Magdalena,2019,42,Swedish
8,Smith & Thell + Swedish Jam Factory,Forgive Me Friend,2019,42,English
9,Avicii & Aloe Blacc,SOS,2019,42,English
10,GAMMAL,Sånger Från Förut,2019,42,Swedish
1,Veronica Maggio,Tillfälligheter,2019,43,Swedish
2,Smith & Thell,Hotel Walls,2019,43,English
3,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,43,Swedish
4,Mando Diao,Long Long Way,2019,43,English
5,Avicii,Heaven,2019,43,English
6,Måns Zelmerlöw,Better Now,2019,43,English
7,Lena Philipsson,Maria Magdalena,2019,43,Swedish
8,Jubël,Running Out Of Love,2019,43,English
9,Sandro Cavazza,Enemy,2019,43,English
10,Orup,Vakuum,2019,43,German
1,Smith & Thell,Hotel Walls,2019,44,English
2,Veronica Maggio,Tillfälligheter,2019,44,Swedish
3,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,44,Swedish
4,Mando Diao,Long Long Way,2019,44,English
5,Jubël,Running Out Of Love,2019,44,English
6,Sandro Cavazza,Enemy,2019,44,English
7,Måns Zelmerlöw,Better Now,2019,44,English
8,Veronica Maggio,Fiender Är Tråkigt,2019,44,Swedish
9,Lena Philipsson,Maria Magdalena,2019,44,Swedish
10,Orup,Vakuum,2019,44,German
1,Smith & Thell,Hotel Walls,2019,45,English
2,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,45,Swedish
3,Veronica Maggio,Tillfälligheter,2019,45,Swedish
4,Mando Diao,Long Long Way,2019,45,English
5,Måns Zelmerlöw,Better Now,2019,45,English
6,Nea,Some Say,2019,45,English
7,Jubël,Running Out Of Love,2019,45,English
8,Lena Philipsson,Maria Magdalena,2019,45,Swedish
9,Sandro Cavazza,Enemy,2019,45,English
10,Ana Diaz,Bättre Sen,2019,45,Swedish
1,Smith & Thell,Hotel Walls,2019,46,English
2,Veronica Maggio,Tillfälligheter,2019,46,Swedish
3,Miss Li,Lev Nu Dö Sen,2019,46,Swedish
4,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,46,Swedish
5,Nea,Some Say,2019,46,English
6,Jubël,Running Out Of Love,2019,46,English
7,Måns Zelmerlöw,Better Now,2019,46,English
8,Avicii & Aloe Blacc,SOS,2019,46,English
9,Magnus Uggla,Det Går Bra Nu,2019,46,Swedish
10,Mando Diao,Long Long Way,2019,46,English
1,Miss Li,Lev Nu Dö Sen,2019,47,Swedish
2,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,47,Swedish
3,Smith & Thell,Hotel Walls,2019,47,English
4,Nea,Some Say,2019,47,English
5,Magnus Uggla,Det Går Bra Nu,2019,47,Swedish
6,Veronica Maggio,Tillfälligheter,2019,47,Swedish
7,Jubël,Running Out Of Love,2019,47,English
8,Måns Zelmerlöw,Better Now,2019,47,English
9,Mando Diao,Long Long Way,2019,47,English
10,Danny Saucedo & Erik Segerstedt & Mattias Andréasson,Hon Är Min,2019,47,Swedish
1,Miss Li,Lev Nu Dö Sen,2019,48,Swedish
2,Smith & Thell,Hotel Walls,2019,48,English
3,Nea,Some Say,2019,48,English
4,Veronica Maggio,Tillfälligheter,2019,48,Swedish
5,Jubël,Running Out Of Love,2019,48,English
6,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,48,Swedish
7,Magnus Uggla,Det Går Bra Nu,2019,48,Swedish
8,Måns Zelmerlöw,Better Now,2019,48,English
9,Mando Diao,Long Long Way,2019,48,English
10,Molly Hammar,Shortcuts (I Can't Wait),2019,48,English
1,Miss Li,Lev Nu Dö Sen,2019,49,Swedish
2,Smith & Thell,Hotel Walls,2019,49,English
3,Nea,Some Say,2019,49,English
4,Molly Sandén,Det Bästa Kanske Inte Hänt Än,2019,49,Swedish
5,Veronica Maggio,Tillfälligheter,2019,49,Swedish
6,Mando Diao,Long Long Way,2019,49,English
7,Jubël,Running Out Of Love,2019,49,English
8,Linnea Henriksson,Fira Jul Med Mig,2019,49,Swedish
9,Måns Zelmerlöw,Better Now,2019,49,English
10,Veronica Maggio,Fiender Är Tråkigt,2019,49,Swedish
1,Miss Li,Lev Nu Dö Sen,2019,50,Swedish
2,Nea,Some Say,2019,50,English
3,Linnea Henriksson,Fira Jul Med Mig,2019,50,Swedish
4,Mando Diao,Long Long Way,2019,50,English
5,Smith & Thell,Hotel Walls,2019,50,English
6,Magnus Uggla,Det Går Bra Nu,2019,50,Swedish
7,Danny Saucedo & Erik Segerstedt & Mattias Andréasson,Hon Är Min,2019,50,Swedish
8,Måns Zelmerlöw,Better Now,2019,50,English
