position,artist,title,year,week,language
6,Miriam Bryant,Rocket,2017,51,English
7,Mando Diao,Shake,2017,51,English
8,Avicii feat. Sandro Cavazza,Without You,2017,51,English
9,Brolle,I'm Coming Home This Christmas,2017,51,English
10,Europe,Walk The Earth,2017,51,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2017,52,Swedish
2,Kamferdrops,Jag Trodde Änglarna Fanns,2017,52,Swedish
3,Darin,Tvillingen,2017,52,Swedish
4,Zara Larsson,Only You,2017,52,English
5,Avicii feat. Sandro Cavazza,Without You,2017,52,English
6,Sabina Ddumba,Två Mörka Ögon,2017,52,Swedish
7,Weeping Willows,Let Christmas Be The Reason,2017,52,English
8,Nano,Hold On,2017,52,English
9,Mando Diao,Shake,2017,52,English
10,Miriam Bryant,Rocket,2017,52,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,1,Swedish
2,Kamferdrops,Jag Trodde Änglarna Fanns,2018,1,Swedish
3,Nano,Hold On,2018,1,English
4,Zara Larsson,Only You,2018,1,English
5,Darin,Tvillingen,2018,1,Swedish
6,Weeping Willows,Let Christmas Be The Reason,2018,1,English
7,Mando Diao,Shake,2018,1,English
8,First Aid Kit,Fireworks,2018,1,English
9,Sabina Ddumba,Två Mörka Ögon,2018,1,Swedish
10,Avicii feat. Sandro Cavazza,Without You,2018,1,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,2,Swedish
2,Kamferdrops,Jag Trodde Änglarna Fanns,2018,2,Swedish
3,Zara Larsson,Only You,2018,2,English
4,Avicii feat. Sandro Cavazza,Without You,2018,2,English
5,Mando Diao,Shake,2018,2,English
6,First Aid Kit,Fireworks,2018,2,English
7,Nano,Hold On,2018,2,English
8,Sabina Ddumba,Två Mörka Ögon,2018,2,Swedish
9,Darin,Tvillingen,2018,2,Swedish
10,Chris Kläfford,Treading Water,2018,2,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,3,Swedish
2,First Aid Kit,Fireworks,2018,3,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,3,Swedish
4,Darin,Tvillingen,2018,3,Swedish
5,Avicii feat. Sandro Cavazza,Without You,2018,3,English
6,Nano,Hold On,2018,3,English
7,Zara Larsson,Only You,2018,3,English
8,Mando Diao,Shake,2018,3,English
9,Sabina Ddumba,Två Mörka Ögon,2018,3,Swedish
10,Chris Kläfford,Treading Water,2018,3,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,4,Swedish
2,Kamferdrops,Jag Trodde Änglarna Fanns,2018,4,Swedish
3,First Aid Kit,Fireworks,2018,4,English
4,Zara Larsson,Only You,2018,4,English
5,Avicii feat. Sandro Cavazza,Without You,2018,4,English
6,Darin,Tvillingen,2018,4,Swedish
7,Nano,Hold On,2018,4,English
8,Mando Diao,Shake,2018,4,English
9,Chris Kläfford,Treading Water,2018,4,English
10,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,4,Swedish
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,5,Swedish
2,First Aid Kit,Fireworks,2018,5,English
3,Darin,Tvillingen,2018,5,Swedish
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,5,Swedish
5,Zara Larsson,Only You,2018,5,English
6,Nano,Hold On,2018,5,English
7,Avicii feat. Sandro Cavazza,Without You,2018,5,English
8,Mando Diao,Shake,2018,5,English
9,Chris Kläfford,Treading Water,2018,5,English
10,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,5,Swedish
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,6,Swedish
2,First Aid Kit,Fireworks,2018,6,English
3,Zara Larsson,Only You,2018,6,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,6,Swedish
5,Avicii feat. Sandro Cavazza,Without You,2018,6,English
6,Darin,Tvillingen,2018,6,Swedish
7,Nano,Hold On,2018,6,English
8,Mando Diao,Shake,2018,6,English
9,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,6,Swedish
10,Chris Kläfford,Treading Water,2018,6,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,7,Swedish
2,First Aid Kit,Fireworks,2018,7,English
3,Zara Larsson,Only You,2018,7,English
4,Nano,Hold On,2018,7,English
5,Darin,Tvillingen,2018,7,Swedish
6,Kamferdrops,Jag Trodde Änglarna Fanns,2018,7,Swedish
7,Mando Diao,Shake,2018,7,English
8,Avicii feat. Sandro Cavazza,Without You,2018,7,English
9,Chris Kläfford,Treading Water,2018,7,English
10,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,7,Swedish
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,8,Swedish
2,First Aid Kit,Fireworks,2018,8,English
3,Zara Larsson,Only You,2018,8,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,8,Swedish
5,Darin,Tvillingen,2018,8,Swedish
6,Nano,Hold On,2018,8,English
7,Avicii feat. Sandro Cavazza,Without You,2018,8,English
8,Mando Diao,Shake,2018,8,English
9,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,8,Swedish
10,Chris Kläfford,Treading Water,2018,8,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,9,Swedish
2,First Aid Kit,Fireworks,2018,9,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,9,Swedish
4,Darin,Tvillingen,2018,9,Swedish
5,Nano,Hold On,2018,9,English
6,Zara Larsson,Only You,2018,9,English
7,Avicii feat. Sandro Cavazza,Without You,2018,9,English
8,Mando Diao,Shake,2018,9,English
9,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,9,Swedish
10,Jessica Andersson,Party Voice,2018,9,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,10,Swedish
2,First Aid Kit,Fireworks,2018,10,English
3,Zara Larsson,Only You,2018,10,English
4,Darin,Tvillingen,2018,10,Swedish
5,Kamferdrops,Jag Trodde Änglarna Fanns,2018,10,Swedish
6,Avicii feat. Sandro Cavazza,Without You,2018,10,English
7,Mando Diao,Shake,2018,10,English
8,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,10,Swedish
9,Mendez,Everyday,2018,10,English
10,Rolandz,Fuldans,2018,10,Swedish
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,11,Swedish
2,First Aid Kit,Fireworks,2018,11,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,11,Swedish
4,Avicii feat. Sandro Cavazza,Without You,2018,11,English
5,Zara Larsson,Only You,2018,11,English
6,Darin,Tvillingen,2018,11,Swedish
7,Rolandz,Fuldans,2018,11,Swedish
8,Bo Kaspers Orkester,En Sländas Andetag (2017),2018,11,Swedish
9,Felix Sandman,Every Single Day,2018,11,English
10,Mando Diao,Shake,2018,11,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,12,Swedish
2,First Aid Kit,Fireworks,2018,12,English
3,Zara Larsson,Only You,2018,12,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,12,Swedish
5,Avicii feat. Sandro Cavazza,Without You,2018,12,English
6,Miss Li,Beautiful,2018,12,English
7,Felix Sandman,Every Single Day,2018,12,English
8,Darin,Tvillingen,2018,12,Swedish
9,Mando Diao,Shake,2018,12,English
10,Rolandz,Fuldans,2018,12,Swedish
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,13,Swedish
2,First Aid Kit,Fireworks,2018,13,English
3,Zara Larsson,Only You,2018,13,English
4,Darin,Tvillingen,2018,13,Swedish
5,Kamferdrops,Jag Trodde Änglarna Fanns,2018,13,Swedish
6,Mando Diao,Shake,2018,13,English
7,Felix Sandman,Every Single Day,2018,13,English
8,Rolandz,Fuldans,2018,13,Swedish
9,Miss Li,Beautiful,2018,13,English
10,Avicii feat. Sandro Cavazza,Without You,2018,13,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,14,Swedish
2,First Aid Kit,Fireworks,2018,14,English
3,Darin,Tvillingen,2018,14,Swedish
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,14,Swedish
5,Zara Larsson,Only You,2018,14,English
6,Mando Diao,Shake,2018,14,English
7,Avicii feat. Sandro Cavazza,Without You,2018,14,English
8,Miss Li,Beautiful,2018,14,English
9,Rolandz,Fuldans,2018,14,Swedish
10,Felix Sandman,Every Single Day,2018,14,English
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,15,Swedish
2,First Aid Kit,Fireworks,2018,15,English
3,Darin,Tvillingen,2018,15,Swedish
4,Zara Larsson,Only You,2018,15,English
5,Kamferdrops,Jag Trodde Änglarna Fanns,2018,15,Swedish
6,Miss Li,Beautiful,2018,15,English
7,Felix Sandman,Every Single Day,2018,15,English
8,Avicii feat. Sandro Cavazza,Without You,2018,15,English
9,Mando Diao,Shake,2018,15,English
10,Rolandz,Fuldans,2018,15,Swedish
1,Ted Gärdestad,"Sol, Vind Och Vatten",2018,16,Swedish
2,First Aid Kit,Fireworks,2018,16,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,16,Swedish
4,Zara Larsson,Only You,2018,16,English
5,Darin,Tvillingen,2018,16,Swedish
6,Avicii feat. Sandro Cavazza,Without You,2018,16,English
7,Miss Li,Beautiful,2018,16,English
8,Rolandz,Fuldans,2018,16,Swedish
9,Mando Diao,Shake,2018,16,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,16,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,17,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,17,Swedish
3,First Aid Kit,Fireworks,2018,17,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,17,Swedish
5,Zara Larsson,Only You,2018,17,English
6,Darin,Tvillingen,2018,17,Swedish
7,Miss Li,Beautiful,2018,17,English
8,Rolandz,Fuldans,2018,17,Swedish
9,Mando Diao,Shake,2018,17,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,17,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,18,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,18,Swedish
3,First Aid Kit,Fireworks,2018,18,English
4,Zara Larsson,Only You,2018,18,English
5,Darin,Tvillingen,2018,18,Swedish
6,Kamferdrops,Jag Trodde Änglarna Fanns,2018,18,Swedish
7,Miss Li,Beautiful,2018,18,English
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,18,Norwegian
9,Mando Diao,Shake,2018,18,English
10,Rolandz,Fuldans,2018,18,Swedish
1,Avicii feat. Sandro Cavazza,Without You,2018,19,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,19,Swedish
3,First Aid Kit,Fireworks,2018,19,English
4,Darin,Tvillingen,2018,19,Swedish
5,Kamferdrops,Jag Trodde Änglarna Fanns,2018,19,Swedish
6,Miss Li,Beautiful,2018,19,English
7,Mando Diao,Shake,2018,19,English
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,19,Norwegian
9,Benjamin Ingrosso,Dance You Off,2018,19,English
10,Rolandz,Fuldans,2018,19,Swedish
1,Avicii feat. Sandro Cavazza,Without You,2018,20,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,20,Swedish
3,First Aid Kit,Fireworks,2018,20,English
4,Darin,Tvillingen,2018,20,Swedish
5,Kamferdrops,Jag Trodde Änglarna Fanns,2018,20,Swedish
6,Mando Diao,Shake,2018,20,English
7,Miss Li,Beautiful,2018,20,English
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,20,Norwegian
9,Benjamin Ingrosso,Dance You Off,2018,20,English
10,Rolandz,Fuldans,2018,20,Swedish
1,Avicii feat. Sandro Cavazza,Without You,2018,21,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,21,Swedish
3,First Aid Kit,Fireworks,2018,21,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,21,Swedish
5,Miss Li,Beautiful,2018,21,English
6,Darin,Tvillingen,2018,21,Swedish
7,Mando Diao,Shake,2018,21,English
8,Rolandz,Fuldans,2018,21,Swedish
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,21,Norwegian
10,Benjamin Ingrosso,Dance You Off,2018,21,English
1,Avicii feat. Sandro Cavazza,Without You,2018,22,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,22,Swedish
3,First Aid Kit,Fireworks,2018,22,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,22,Swedish
5,Miss Li,Beautiful,2018,22,English
6,Darin,Tvillingen,2018,22,Swedish
7,Mando Diao,Shake,2018,22,English
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,22,Norwegian
9,Rolandz,Fuldans,2018,22,Swedish
10,Benjamin Ingrosso,Dance You Off,2018,22,English
1,Avicii feat. Sandro Cavazza,Without You,2018,23,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,23,Swedish
3,First Aid Kit,Fireworks,2018,23,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,23,Swedish
5,Miss Li,Beautiful,2018,23,English
6,Darin,Tvillingen,2018,23,Swedish
7,Rolandz,Fuldans,2018,23,Swedish
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,23,Norwegian
9,Sanna Nielsen,Det Vänder Nu,2018,23,Swedish
10,Gyllene Tider med Linnea Henriksson,Bäst När Det Gäller,2018,23,Swedish
1,Avicii feat. Sandro Cavazza,Without You,2018,24,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,24,Swedish
3,First Aid Kit,Fireworks,2018,24,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,24,Swedish
5,Darin,Tvillingen,2018,24,Swedish
6,Miss Li,Beautiful,2018,24,English
7,Chris Kläfford,What Happened To Us,2018,24,English
8,Rolandz,Fuldans,2018,24,Swedish
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,24,Norwegian
10,Rhys,No Vacancy,2018,24,English
1,Avicii feat. Sandro Cavazza,Without You,2018,25,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,25,Swedish
3,First Aid Kit,Fireworks,2018,25,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,25,Swedish
5,Darin,Tvillingen,2018,25,Swedish
6,Miss Li,Beautiful,2018,25,English
7,Chris Kläfford,What Happened To Us,2018,25,English
8,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,25,Swedish
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,25,Norwegian
10,Rolandz,Fuldans,2018,25,Swedish
1,Avicii feat. Sandro Cavazza,Without You,2018,26,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,26,Swedish
3,First Aid Kit,Fireworks,2018,26,English
4,Miss Li,Beautiful,2018,26,English
5,Kamferdrops,Jag Trodde Änglarna Fanns,2018,26,Swedish
6,Darin,Tvillingen,2018,26,Swedish
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,26,Swedish
8,Chris Kläfford,What Happened To Us,2018,26,English
9,Rolandz,Fuldans,2018,26,Swedish
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,26,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,27,English
2,Ted Gärdestad,"Sol, Vind Och Vatten",2018,27,Swedish
3,First Aid Kit,Fireworks,2018,27,English
4,Darin,Tvillingen,2018,27,Swedish
5,Kamferdrops,Jag Trodde Änglarna Fanns,2018,27,Swedish
6,Miss Li,Beautiful,2018,27,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,27,Swedish
8,Chris Kläfford,What Happened To Us,2018,27,English
9,Rolandz,Fuldans,2018,27,Swedish
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,27,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,28,English
2,First Aid Kit,Fireworks,2018,28,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,28,Swedish
4,Miss Li,Beautiful,2018,28,English
5,Darin,Tvillingen,2018,28,Swedish
6,Chris Kläfford,What Happened To Us,2018,28,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,28,Swedish
8,Rolandz,Fuldans,2018,28,Swedish
9,Molly Sandén,Större,2018,28,Swedish
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,28,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,29,English
2,First Aid Kit,Fireworks,2018,29,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,29,Swedish
4,Darin,Tvillingen,2018,29,Swedish
5,Miss Li,Beautiful,2018,29,English
6,Uno Svenningsson,Det Blir Ljusare Igen,2018,29,Norwegian
7,Chris Kläfford,What Happened To Us,2018,29,English
8,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,29,Swedish
9,Molly Sandén,Större,2018,29,Swedish
10,Rolandz,Fuldans,2018,29,Swedish
1,Avicii feat. Sandro Cavazza,Without You,2018,30,English
2,First Aid Kit,Fireworks,2018,30,English
3,Darin,Tvillingen,2018,30,Swedish
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,30,Swedish
5,Miss Li,Beautiful,2018,30,English
6,Chris Kläfford,What Happened To Us,2018,30,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,30,Swedish
8,Molly Sandén,Större,2018,30,Swedish
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,30,Norwegian
10,Eagle-Eye Cherry,Streets Of You,2018,30,English
1,Avicii feat. Sandro Cavazza,Without You,2018,31,English
2,Kamferdrops,Jag Trodde Änglarna Fanns,2018,31,Swedish
3,First Aid Kit,Fireworks,2018,31,English
4,Darin,Tvillingen,2018,31,Swedish
5,Chris Kläfford,What Happened To Us,2018,31,English
6,Miss Li,Beautiful,2018,31,English
7,Molly Sandén,Större,2018,31,Swedish
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,31,Norwegian
9,Eagle-Eye Cherry,Streets Of You,2018,31,English
10,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,31,Swedish
1,Avicii feat. Sandro Cavazza,Without You,2018,32,English
2,First Aid Kit,Fireworks,2018,32,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,32,Swedish
4,Darin,Tvillingen,2018,32,Swedish
5,Uno Svenningsson,Det Blir Ljusare Igen,2018,32,Norwegian
6,Miss Li,Beautiful,2018,32,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,32,Swedish
8,Molly Sandén,Större,2018,32,Swedish
9,Eagle-Eye Cherry,Streets Of You,2018,32,English
10,Takida,Master,2018,32,English
1,Avicii feat. Sandro Cavazza,Without You,2018,33,English
2,First Aid Kit,Fireworks,2018,33,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,33,Swedish
4,Darin,Tvillingen,2018,33,Swedish
5,Miss Li,Beautiful,2018,33,English
6,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,33,Swedish
7,Molly Sandén,Större,2018,33,Swedish
8,Sandro Cavazza & P3GI-13,High With Somebody,2018,33,English
9,Takida,Master,2018,33,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,33,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,34,English
2,Kamferdrops,Jag Trodde Änglarna Fanns,2018,34,Swedish
3,First Aid Kit,Fireworks,2018,34,English
4,Molly Sandén,Större,2018,34,Swedish
5,Darin,Tvillingen,2018,34,Swedish
6,Miss Li,Beautiful,2018,34,English
7,Sandro Cavazza & P3GI-13,High With Somebody,2018,34,English
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,34,Norwegian
9,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,34,Swedish
10,Takida,Master,2018,34,English
1,Avicii feat. Sandro Cavazza,Without You,2018,35,English
2,Darin,Tvillingen,2018,35,Swedish
3,First Aid Kit,Fireworks,2018,35,English
4,Kamferdrops,Jag Trodde Änglarna Fanns,2018,35,Swedish
5,Miss Li,Beautiful,2018,35,English
6,Molly Sandén,Större,2018,35,Swedish
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,35,Swedish
8,Takida,Master,2018,35,English
9,Sandro Cavazza & P3GI-13,High With Somebody,2018,35,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,35,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,36,English
2,First Aid Kit,Fireworks,2018,36,English
3,Kamferdrops,Jag Trodde Änglarna Fanns,2018,36,Swedish
4,Darin,Tvillingen,2018,36,Swedish
5,Miss Li,Beautiful,2018,36,English
6,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,36,Swedish
7,Robyn,Missing U,2018,36,English
8,Molly Sandén,Större,2018,36,Swedish
9,Takida,Master,2018,36,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,36,Norwegian
1,Avicii feat. Sandro Cavazza,Without You,2018,37,English
2,Darin,Tvillingen,2018,37,Swedish
3,First Aid Kit,Fireworks,2018,37,English
4,Molly Sandén,Större,2018,37,Swedish
5,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,37,Swedish
6,Takida,Master,2018,37,English
7,Robyn,Missing U,2018,37,English
8,Miss Li,Beautiful,2018,37,English
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,37,Norwegian
10,Chris Kläfford,Sober,2018,37,English
1,Darin,Tvillingen,2018,38,Swedish
2,First Aid Kit,Fireworks,2018,38,English
3,Molly Sandén,Större,2018,38,Swedish
4,Miss Li,Beautiful,2018,38,English
5,Robyn,Missing U,2018,38,English
6,Takida,Master,2018,38,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,38,Swedish
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,38,Norwegian
9,Chris Kläfford,Sober,2018,38,English
10,Ghost,Life Eternal,2018,38,English
1,First Aid Kit,Fireworks,2018,39,English
2,Darin,Tvillingen,2018,39,Swedish
3,Molly Sandén,Större,2018,39,Swedish
4,Takida,Master,2018,39,English
5,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,39,Swedish
6,Robyn,Missing U,2018,39,English
7,Uno Svenningsson,Det Blir Ljusare Igen,2018,39,Norwegian
8,Sabina Ddumba,Small World,2018,39,English
9,Miss Li,Beautiful,2018,39,English
10,Chris Kläfford,Sober,2018,39,English
1,First Aid Kit,Fireworks,2018,40,English
2,Darin,Tvillingen,2018,40,Swedish
3,Miss Li,Beautiful,2018,40,English
4,Molly Sandén,Större,2018,40,Swedish
5,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,40,Swedish
6,Robyn,Missing U,2018,40,English
7,Takida,Master,2018,40,English
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,40,Norwegian
9,Sabina Ddumba,Small World,2018,40,English
10,Chris Kläfford,Sober,2018,40,English
1,First Aid Kit,Fireworks,2018,41,English
2,Molly Sandén,Större,2018,41,Swedish
3,Darin,Tvillingen,2018,41,Swedish
4,Robyn,Missing U,2018,41,English
5,Miss Li,Beautiful,2018,41,English
6,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,41,Swedish
7,Takida,Master,2018,41,English
8,Sabina Ddumba,Small World,2018,41,English
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,41,Norwegian
10,Chris Kläfford,Sober,2018,41,English
1,First Aid Kit,Fireworks,2018,42,English
2,Darin,Tvillingen,2018,42,Swedish
3,Molly Sandén,Större,2018,42,Swedish
4,Miss Li,Beautiful,2018,42,English
5,Takida,Master,2018,42,English
6,Robyn,Missing U,2018,42,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,42,Swedish
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,42,Norwegian
9,Sabina Ddumba,Small World,2018,42,English
10,Chris Kläfford,Sober,2018,42,English
1,First Aid Kit,Fireworks,2018,43,English
2,Darin,Tvillingen,2018,43,Swedish
3,Robyn,Missing U,2018,43,English
4,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,43,Swedish
5,Takida,Master,2018,43,English
6,Miss Li,Beautiful,2018,43,English
7,Molly Sandén,Större,2018,43,Swedish
8,Sabina Ddumba,Small World,2018,43,English
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,43,Norwegian
10,Chris Kläfford,Sober,2018,43,English
1,First Aid Kit,Fireworks,2018,44,English
2,Darin,Tvillingen,2018,44,Swedish
3,Robyn,Missing U,2018,44,English
4,Molly Sandén,Större,2018,44,Swedish
5,Takida,Master,2018,44,English
6,Miss Li,Beautiful,2018,44,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,44,Swedish
8,Chris Kläfford,Sober,2018,44,English
9,Sabina Ddumba,Small World,2018,44,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,44,Norwegian
1,First Aid Kit,Fireworks,2018,45,English
2,Takida,Master,2018,45,English
3,Darin,Tvillingen,2018,45,Swedish
4,Robyn,Missing U,2018,45,English
5,Molly Sandén,Större,2018,45,Swedish
6,Miss Li,Beautiful,2018,45,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,45,Swedish
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,45,Norwegian
9,Sabina Ddumba,Small World,2018,45,English
10,Chris Kläfford,Sober,2018,45,English
1,First Aid Kit,Fireworks,2018,46,English
2,Robyn,Missing U,2018,46,English
3,Miss Li,Beautiful,2018,46,English
4,Molly Sandén,Större,2018,46,Swedish
5,Takida,Master,2018,46,English
6,Sabina Ddumba,Small World,2018,46,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,46,Swedish
8,Chris Kläfford,Sober,2018,46,English
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,46,Norwegian
10,Charlotte Perrelli,Släpper Allt,2018,46,Swedish
1,First Aid Kit,Fireworks,2018,47,English
2,Takida,Master,2018,47,English
3,Robyn,Missing U,2018,47,English
4,Molly Sandén,Större,2018,47,Swedish
5,Miss Li,Beautiful,2018,47,English
6,Sabina Ddumba,Small World,2018,47,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,47,Swedish
8,Chris Kläfford,Sober,2018,47,English
9,Uno Svenningsson,Det Blir Ljusare Igen,2018,47,Norwegian
10,Linnea Henriksson,Hero,2018,47,English
1,First Aid Kit,Fireworks,2018,48,English
2,Miss Li,Beautiful,2018,48,English
3,Takida,Master,2018,48,English
4,Molly Sandén,Större,2018,48,Swedish
5,Robyn,Missing U,2018,48,English
6,Zara Larsson,Ruin My Life,2018,48,English
7,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,48,Swedish
8,Uno Svenningsson,Det Blir Ljusare Igen,2018,48,Norwegian
9,Linnea Henriksson,Hero,2018,48,English
10,Chris Kläfford,Sober,2018,48,English
1,First Aid Kit,Fireworks,2018,49,English
2,Magnus Uggla,Århundradets Jul,2018,49,Swedish
3,Miss Li,Beautiful,2018,49,English
4,Molly Sandén,Större,2018,49,Swedish
5,Zara Larsson,Ruin My Life,2018,49,English
6,Robyn,Missing U,2018,49,English
7,Takida,Master,2018,49,English
8,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,49,Swedish
9,Linnea Henriksson,Hero,2018,49,English
10,Uno Svenningsson,Det Blir Ljusare Igen,2018,49,Norwegian
1,First Aid Kit,Fireworks,2018,50,English
2,Magnus Uggla,Århundradets Jul,2018,50,Swedish
3,Robyn,Missing U,2018,50,English
4,Zara Larsson,Ruin My Life,2018,50,English
5,Takida,Master,2018,50,English
6,Uno Svenningsson,Det Blir Ljusare Igen,2018,50,Norwegian
7,Molly Sandén,Större,2018,50,Swedish
8,Linnea Henriksson,Hero,2018,50,English
9,Tomas Andersson Wij,När Solen Färgar Juninatten,2018,50,Swedish
10,Miss Li,Beautiful,2018,50,English
1,First Aid Kit,Fireworks,2018,51,English
2,Magnus Uggla,Århundradets Jul,2018,51,Swedish
3,Molly Sandén,Större,2018,51,Swedish
4,Takida,Master,2018,51,English
5,Zara Larsson,Ruin My Life,2018,51,English
6,Linnea Henriksson,Hero,2018,51,English
7,Robyn,Missing U,2018,51,English
