position,artist,title,year,week,language
1,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,1,English
2,GULDDRENG,KED AF DET,2017,1,Danish
3,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,1,English
4,STARLEY,CALL ON ME,2017,1,English
5,GILLI,HELWA,2017,1,Norwegian
6,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,1,English
7,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,1,English
8,DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,LET ME LOVE YOU,2017,1,English
9,JESU BRØDRE & ADHD,KRANALARM,2017,1,Danish
10,MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,COLD WATER,2017,1,English
11,RAG´N´BONE MAN,HUMAN,2017,1,English
12,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,1,English
13,CHRISTOPHER,FREE FALL,2017,1,English
14,THE CHAINSMOKERS FEAT. HALSEY,CLOSER,2017,1,English
15,MARTIN JENSEN,SOLO DANCE,2017,1,English
16,NODE,PAKKER BAR,2017,1,Danish
17,BLAK,IK´ MIN SKYLD,2017,1,Danish
18,JIMILIAN,GIV MIG NOGET,2017,1,Danish
19,SLEIMAN,FOR EVIGT UNG,2017,1,Danish
20,RAE SREMMURD FEAT. GUCCI MANE,BLACK BEATLES,2017,1,English
21,MAROON 5 FEAT. KENDRICK LAMAR,DON´T WANNA KNOW,2017,1,English
22,VOLBEAT,FOR EVIGT,2017,1,Danish
23,GULDDRENG,MODEL,2017,1,Danish
24,ZARA LARSSON,I WOULD LIKE,2017,1,English
25,SHAWN MENDES,MERCY,2017,1,English
26,BRUNO MARS,24K MAGIC,2017,1,English
27,JUSTIN TIMBERLAKE,CAN´T STOP THE FEELING!,2017,1,English
28,SAGE THE GEMINI,NOW AND LATER,2017,1,English
29,BLAK,NEDE METTE,2017,1,Danish
30,GULDDRENG,SE MIG NU,2017,1,Danish
31,NEIKED,SEXUAL,2017,1,English
32,GULDDRENG,NEMT,2017,1,Danish
33,CALUM SCOTT,DANCING ON MY OWN,2017,1,English
34,SUSPEKT,HUN BLEV BARE SÅ GLAD,2017,1,Danish
35,SHAWN MENDES,TREAT YOU BETTER,2017,1,English
36,DRAKE,FAKE LOVE,2017,1,English
37,HAILEE STEINFELD & GREY FEAT. ZEDD,STARVING,2017,1,English
38,MARTIN GARRIX & BEBE REXHA,IN THE NAME OF LOVE,2017,1,English
39,GULDDRENG,DRIKKER FOR LIDT,2017,1,Danish
40,STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,2017,1,English
1,ED SHEERAN,SHAPE OF YOU,2017,2,English
2,ED SHEERAN,CASTLE ON THE HILL,2017,2,English
3,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,2,English
4,GULDDRENG,KED AF DET,2017,2,Danish
5,GILLI,HELWA,2017,2,Norwegian
6,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,2,English
7,STARLEY,CALL ON ME,2017,2,English
8,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,2,English
9,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,2,English
10,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,2,English
11,JIMILIAN,GIV MIG NOGET,2017,2,Danish
12,SNAKEHIPS & MØ,DON´T LEAVE,2017,2,English
13,JESU BRØDRE & ADHD,KRANALARM,2017,2,Danish
14,NODE,PAKKER BAR,2017,2,Danish
15,RAG´N´BONE MAN,HUMAN,2017,2,English
16,SUSPEKT,HUN BLEV BARE SÅ GLAD,2017,2,Danish
17,CHRISTOPHER,FREE FALL,2017,2,English
18,DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,LET ME LOVE YOU,2017,2,English
19,BLAK,IK´ MIN SKYLD,2017,2,Danish
20,MARTIN JENSEN,SOLO DANCE,2017,2,English
21,THE CHAINSMOKERS FEAT. HALSEY,CLOSER,2017,2,English
22,MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,COLD WATER,2017,2,English
23,MAROON 5 FEAT. KENDRICK LAMAR,DON´T WANNA KNOW,2017,2,English
24,SLEIMAN,FOR EVIGT UNG,2017,2,Danish
25,RAE SREMMURD FEAT. GUCCI MANE,BLACK BEATLES,2017,2,English
26,SHAWN MENDES,MERCY,2017,2,English
27,ZARA LARSSON,I WOULD LIKE,2017,2,English
28,SAGE THE GEMINI,NOW AND LATER,2017,2,English
29,BRUNO MARS,24K MAGIC,2017,2,English
30,NEIKED,SEXUAL,2017,2,English
31,CALUM SCOTT,DANCING ON MY OWN,2017,2,English
32,STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,2017,2,English
33,VOLBEAT,FOR EVIGT,2017,2,Danish
34,DRAKE,FAKE LOVE,2017,2,English
35,ROBIN SCHULZ & DAVID GUETTA FT. CHEAT CO,SHED A LIGHT,2017,2,English
36,GULDDRENG,SE MIG NU,2017,2,Danish
37,ALESSIA CARA,SCARS TO YOUR BEAUTIFUL,2017,2,English
38,HAILEE STEINFELD & GREY FEAT. ZEDD,STARVING,2017,2,English
39,GULDDRENG,NEMT,2017,2,Danish
40,ALAN WALKER,ALONE,2017,2,English
1,ED SHEERAN,SHAPE OF YOU,2017,3,English
2,ED SHEERAN,CASTLE ON THE HILL,2017,3,English
3,CLEAN BANDIT FT. SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,3,English
4,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,3,English
5,GULDDRENG,KED AF DET,2017,3,Danish
6,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,3,English
7,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,3,English
8,GILLI,HELWA,2017,3,Norwegian
9,STARLEY,CALL ON ME,2017,3,English
10,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,3,English
11,SNAKEHIPS & MØ,DON´T LEAVE,2017,3,English
12,JIMILIAN,GIV MIG NOGET,2017,3,Danish
13,THE CHAINSMOKERS,PARIS,2017,3,English
14,RAG´N´BONE MAN,HUMAN,2017,3,English
15,NODE,PAKKER BAR,2017,3,Danish
16,CHRISTOPHER,FREE FALL,2017,3,English
17,JESU BRØDRE & ADHD,KRANALARM,2017,3,Danish
18,BLAK,IK´ MIN SKYLD,2017,3,Danish
19,MARTIN JENSEN,SOLO DANCE,2017,3,English
20,THE CHAINSMOKERS FEAT. HALSEY,CLOSER,2017,3,English
21,DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,LET ME LOVE YOU,2017,3,English
22,MAROON 5 FEAT. KENDRICK LAMAR,DON´T WANNA KNOW,2017,3,English
23,SHAWN MENDES,MERCY,2017,3,English
24,SLEIMAN,FOR EVIGT UNG,2017,3,Danish
25,SUSPEKT,HUN BLEV BARE SÅ GLAD,2017,3,Danish
26,ZARA LARSSON,I WOULD LIKE,2017,3,English
27,MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,COLD WATER,2017,3,English
28,STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,2017,3,English
29,TOPGUNN,FOKUS,2017,3,Norwegian
30,BRUNO MARS,24K MAGIC,2017,3,English
31,RAE SREMMURD FEAT. GUCCI MANE,BLACK BEATLES,2017,3,English
32,NEIKED,SEXUAL,2017,3,English
33,SAGE THE GEMINI,NOW AND LATER,2017,3,English
34,CALUM SCOTT,DANCING ON MY OWN,2017,3,English
35,VOLBEAT,FOR EVIGT,2017,3,Danish
36,ROBIN SCHULZ & DAVID GUETTA FT. CHEAT CO,SHED A LIGHT,2017,3,English
37,ALESSIA CARA,SCARS TO YOUR BEAUTIFUL,2017,3,English
38,DRAKE,FAKE LOVE,2017,3,English
39,NOAH CYRUS FEAT. LABRINTH,MAKE ME (CRY),2017,3,English
40,CITYBOIS,UNDER 18,2017,3,Danish
1,ED SHEERAN,SHAPE OF YOU,2017,4,English
2,ED SHEERAN,CASTLE ON THE HILL,2017,4,English
3,THE CHAINSMOKERS,PARIS,2017,4,English
4,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,4,English
5,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,4,English
6,STARLEY,CALL ON ME,2017,4,English
7,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,4,English
8,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,4,English
9,GILLI,HELWA,2017,4,Norwegian
10,MEDINA,ELSK MIG,2017,4,Danish
11,KESI,GOD DAG,2017,4,Danish
12,SNAKEHIPS & MØ,DON´T LEAVE,2017,4,English
13,GULDDRENG,KED AF DET,2017,4,Danish
14,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,4,English
15,NODE,PAKKER BAR,2017,4,Danish
16,JIMILIAN,GIV MIG NOGET,2017,4,Danish
17,MARTIN JENSEN,SOLO DANCE,2017,4,English
18,RAG´N´BONE MAN,HUMAN,2017,4,English
19,JESU BRØDRE & ADHD,KRANALARM,2017,4,Danish
20,CHRISTOPHER,FREE FALL,2017,4,English
21,THE CHAINSMOKERS FEAT. HALSEY,CLOSER,2017,4,English
22,STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,2017,4,English
23,ZARA LARSSON,I WOULD LIKE,2017,4,English
24,BLAK,IK´ MIN SKYLD,2017,4,Danish
25,MAROON 5 FEAT. KENDRICK LAMAR,DON´T WANNA KNOW,2017,4,English
26,MURA MASA FEAT. A$AP ROCKY,LOVE$ICK,2017,4,English
27,SHAWN MENDES,MERCY,2017,4,English
28,ISAIAH,IT´S GOTTA BE YOU,2017,4,English
29,SLEIMAN,FOR EVIGT UNG,2017,4,Danish
30,DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,LET ME LOVE YOU,2017,4,English
31,MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,COLD WATER,2017,4,English
32,CALUM SCOTT,DANCING ON MY OWN,2017,4,English
33,ALEX & SIERRA,LITTLE DO YOU KNOW,2017,4,English
34,SAGE THE GEMINI,NOW AND LATER,2017,4,English
35,RAE SREMMURD FEAT. GUCCI MANE,BLACK BEATLES,2017,4,English
36,SUSPEKT,HUN BLEV BARE SÅ GLAD,2017,4,Danish
37,NEIKED,SEXUAL,2017,4,English
38,ROBIN SCHULZ & DAVID GUETTA FT. CHEAT CO,SHED A LIGHT,2017,4,English
39,DRAKE,FAKE LOVE,2017,4,English
40,ALOK & BRUNO MARTINI,HEAR ME NOW,2017,4,English
1,ED SHEERAN,SHAPE OF YOU,2017,5,English
2,THE CHAINSMOKERS,PARIS,2017,5,English
3,ED SHEERAN,CASTLE ON THE HILL,2017,5,English
4,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,5,English
5,"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",BØLGEN,2017,5,Danish
6,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,5,English
7,STARLEY,CALL ON ME,2017,5,English
8,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,5,English
9,KESI,GOD DAG,2017,5,Danish
10,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,5,English
11,GILLI,HELWA,2017,5,Norwegian
12,SNAKEHIPS & MØ,DON´T LEAVE,2017,5,English
13,MEDINA,ELSK MIG,2017,5,Danish
14,GULDDRENG,KED AF DET,2017,5,Danish
15,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,5,English
16,RAG´N´BONE MAN,HUMAN,2017,5,English
17,MARTIN JENSEN,SOLO DANCE,2017,5,English
18,NODE,PAKKER BAR,2017,5,Danish
19,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY,2017,5,English
20,MURA MASA FEAT. A$AP ROCKY,LOVE$ICK,2017,5,English
21,ISAIAH,IT´S GOTTA BE YOU,2017,5,English
22,JIMILIAN,GIV MIG NOGET,2017,5,Danish
23,ALEX & SIERRA,LITTLE DO YOU KNOW,2017,5,English
24,AMANDA,TROR VI ER NEM´,2017,5,Danish
25,STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,2017,5,English
26,ZARA LARSSON,I WOULD LIKE,2017,5,English
27,JESU BRØDRE & ADHD,KRANALARM,2017,5,Danish
28,THE CHAINSMOKERS FEAT. HALSEY,CLOSER,2017,5,English
29,SLEIMAN,FOR EVIGT UNG,2017,5,Danish
30,ZARA LARSSON FEAT. TY DOLLA $IGN,SO GOOD,2017,5,English
31,MAROON 5 FEAT. KENDRICK LAMAR,DON´T WANNA KNOW,2017,5,English
32,BLAK,IK´ MIN SKYLD,2017,5,Danish
33,SHAWN MENDES,MERCY,2017,5,English
34,MAJOR LAZER FEAT. JUSTIN BIEBER & MØ,COLD WATER,2017,5,English
35,SAGE THE GEMINI,NOW AND LATER,2017,5,English
36,DJ SNAKE & TIESTO FEAT. JUSTIN BIEBER,LET ME LOVE YOU,2017,5,English
37,CHRISTOPHER,FREE FALL,2017,5,English
38,THE VAMPS & MATOMA,ALL NIGHT,2017,5,English
39,MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,RUN UP,2017,5,English
40,CALUM SCOTT,DANCING ON MY OWN,2017,5,English
1,ED SHEERAN,SHAPE OF YOU,2017,6,English
2,THE CHAINSMOKERS,PARIS,2017,6,English
3,ED SHEERAN,CASTLE ON THE HILL,2017,6,English
4,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,6,English
5,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,6,English
6,SLEIMAN,DON DIEGO,2017,6,Danish
7,"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",BØLGEN,2017,6,Danish
8,STARLEY,CALL ON ME,2017,6,English
9,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,6,English
10,KESI,GOD DAG,2017,6,Danish
11,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,6,English
12,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY,2017,6,English
13,SNAKEHIPS & MØ,DON´T LEAVE,2017,6,English
14,GILLI,HELWA,2017,6,Norwegian
15,MEDINA,ELSK MIG,2017,6,Danish
16,MARTIN JENSEN,SOLO DANCE,2017,6,English
17,RAG´N´BONE MAN,HUMAN,2017,6,English
18,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,6,English
19,GULDDRENG,KED AF DET,2017,6,Danish
20,AMANDA,TROR VI ER NEM´,2017,6,Danish
21,NODE,PAKKER BAR,2017,6,Danish
22,MURA MASA FEAT. A$AP ROCKY,LOVE$ICK,2017,6,English
23,MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,RUN UP,2017,6,English
24,ISAIAH,IT´S GOTTA BE YOU,2017,6,English
25,THE VAMPS & MATOMA,ALL NIGHT,2017,6,English
26,JIMILIAN,GIV MIG NOGET,2017,6,Danish
27,JAX JONES FEAT. RAYE,YOU DON´T KNOW ME,2017,6,English
28,STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,2017,6,English
29,JP COOPER,SEPTEMBER SONG,2017,6,English
30,ALEX & SIERRA,LITTLE DO YOU KNOW,2017,6,English
31,JULIA MICHAELS,ISSUES,2017,6,English
32,THE CHAINSMOKERS FEAT. HALSEY,CLOSER,2017,6,English
33,ZARA LARSSON,I WOULD LIKE,2017,6,English
34,ALESSIA CARA,HOW FAR I´LL GO,2017,6,English
35,BLAK,IK´ MIN SKYLD,2017,6,Danish
36,SLEIMAN,FOR EVIGT UNG,2017,6,Danish
37,SHAWN MENDES,MERCY,2017,6,English
38,SAGE THE GEMINI,NOW AND LATER,2017,6,English
39,MIGOS FEAT. LIL UZI VERT,BAD AND BOUJEE,2017,6,English
40,ALOK & BRUNO MARTINI,HEAR ME NOW,2017,6,English
1,ED SHEERAN,SHAPE OF YOU,2017,7,English
2,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,7,English
3,THE CHAINSMOKERS,PARIS,2017,7,English
4,ED SHEERAN,CASTLE ON THE HILL,2017,7,English
5,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,7,English
6,ALBERT DYRLUND,EMOJI,2017,7,Danish
7,SLEIMAN,DON DIEGO,2017,7,Danish
8,STARLEY,CALL ON ME,2017,7,English
9,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,7,English
10,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,7,English
11,CITYBOIS,DUM SOM MIG,2017,7,Danish
12,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY,2017,7,English
13,KESI,GOD DAG,2017,7,Danish
14,"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",BØLGEN,2017,7,Danish
15,GILLI,HELWA,2017,7,Norwegian
16,RAG´N´BONE MAN,HUMAN,2017,7,English
17,JAX JONES FEAT. RAYE,YOU DON´T KNOW ME,2017,7,English
18,SNAKEHIPS & MØ,DON´T LEAVE,2017,7,English
19,MARTIN JENSEN,SOLO DANCE,2017,7,English
20,MEDINA,ELSK MIG,2017,7,Danish
21,AMANDA,TROR VI ER NEM´,2017,7,Danish
22,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,7,English
23,JP COOPER,SEPTEMBER SONG,2017,7,English
24,KATY PERRY FEAT. SKIP MARLEY,CHAINED TO THE RHYTHM,2017,7,English
25,THE VAMPS & MATOMA,ALL NIGHT,2017,7,English
26,GULDDRENG,KED AF DET,2017,7,Danish
27,NODE,PAKKER BAR,2017,7,Danish
28,MURA MASA FEAT. A$AP ROCKY,LOVE$ICK,2017,7,English
29,JULIA MICHAELS,ISSUES,2017,7,English
30,SKINZ,JEG HAR EN PIGE,2017,7,Danish
31,JON BELLION,ALL TIME LOW,2017,7,English
32,MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,RUN UP,2017,7,English
33,JIMILIAN,GIV MIG NOGET,2017,7,Danish
34,ISAIAH,IT´S GOTTA BE YOU,2017,7,English
35,ALESSIA CARA,HOW FAR I´LL GO,2017,7,English
36,RAG´N´BONE MAN,SKIN,2017,7,English
37,GABRIELLE,5 FINE FRØKNER,2017,7,Norwegian
38,ALEX & SIERRA,LITTLE DO YOU KNOW,2017,7,English
39,STEVE AOKI & LOUIS TOMLINSON,JUST HOLD ON,2017,7,English
40,HEDEGAARD,THAT?S ME,2017,7,English
1,ED SHEERAN,SHAPE OF YOU,2017,8,English
2,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,8,English
3,KYGO & SELENA GOMEZ,IT AIN´T ME,2017,8,English
4,THE CHAINSMOKERS,PARIS,2017,8,English
5,ED SHEERAN,CASTLE ON THE HILL,2017,8,English
6,ALBERT DYRLUND,EMOJI,2017,8,Danish
7,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,8,English
8,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY,2017,8,English
9,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,8,English
10,STARLEY,CALL ON ME,2017,8,English
11,SLEIMAN,DON DIEGO,2017,8,Danish
12,CITYBOIS,DUM SOM MIG,2017,8,Danish
13,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,8,English
14,JAX JONES FEAT. RAYE,YOU DON´T KNOW ME,2017,8,English
15,KATY PERRY FEAT. SKIP MARLEY,CHAINED TO THE RHYTHM,2017,8,English
16,KESI,GOD DAG,2017,8,Danish
17,SKINZ,JEG HAR EN PIGE,2017,8,Danish
18,ED SHEERAN,HOW WOULD YOU FEEL (PAEAN),2017,8,English
19,JULIA MICHAELS,ISSUES,2017,8,English
20,JP COOPER,SEPTEMBER SONG,2017,8,English
21,"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",BØLGEN,2017,8,Danish
22,GILLI,HELWA,2017,8,Norwegian
23,SNAKEHIPS & MØ,DON´T LEAVE,2017,8,English
24,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,8,English
25,MARTIN JENSEN,SOLO DANCE,2017,8,English
26,MAROON 5 FEAT. FUTURE,COLD,2017,8,English
27,JOEY MOE,UDENPÅ INDENI,2017,8,Danish
28,JON BELLION,ALL TIME LOW,2017,8,English
29,AMANDA,TROR VI ER NEM´,2017,8,Danish
30,THE VAMPS & MATOMA,ALL NIGHT,2017,8,English
31,RAG´N´BONE MAN,HUMAN,2017,8,English
32,MAJOR LAZER FEAT PARTYNEXTDOOR & NICKI M,RUN UP,2017,8,English
33,SUSPEKT,HUN BLEV BARE SÅ GLAD,2017,8,Danish
34,HEDEGAARD,THAT?S ME,2017,8,English
35,ALESSIA CARA,HOW FAR I´LL GO,2017,8,English
36,MURA MASA FEAT. A$AP ROCKY,LOVE$ICK,2017,8,English
37,NODE,PAKKER BAR,2017,8,Danish
38,MEDINA,ELSK MIG,2017,8,Danish
39,RAG´N´BONE MAN,SKIN,2017,8,English
40,ISAIAH,IT´S GOTTA BE YOU,2017,8,English
1,ED SHEERAN,SHAPE OF YOU,2017,9,English
2,KYGO & SELENA GOMEZ,IT AIN´T ME,2017,9,English
3,GULDDRENG,UTRO,2017,9,Norwegian
4,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,9,English
5,THE CHAINSMOKERS & COLDPLAY,SOMETHING JUST LIKE THIS,2017,9,English
6,THE CHAINSMOKERS,PARIS,2017,9,English
7,ED SHEERAN,CASTLE ON THE HILL,2017,9,English
8,CALVIN HARRIS FEAT. FRANK OCEAN & MIGOS,SLIDE,2017,9,English
9,JAX JONES FEAT. RAYE,YOU DON´T KNOW ME,2017,9,English
10,KATY PERRY FEAT. SKIP MARLEY,CHAINED TO THE RHYTHM,2017,9,English
11,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,9,English
12,ALBERT DYRLUND,EMOJI,2017,9,Danish
13,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY,2017,9,English
14,SKINZ,JEG HAR EN PIGE,2017,9,Danish
15,SLEIMAN,DON DIEGO,2017,9,Danish
16,STARLEY,CALL ON ME,2017,9,English
17,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,9,English
18,JULIA MICHAELS,ISSUES,2017,9,English
19,MAROON 5 FEAT. FUTURE,COLD,2017,9,English
20,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,9,English
21,CITYBOIS,DUM SOM MIG,2017,9,Danish
22,KESI,GOD DAG,2017,9,Danish
23,GIGIS,GERTRUD,2017,9,Danish
24,JP COOPER,SEPTEMBER SONG,2017,9,English
25,MARTIN JENSEN,SOLO DANCE,2017,9,English
26,"MOLO FEAT. BENNY J, GILLI & MELLEMFING..",BØLGEN,2017,9,Danish
27,SNAKEHIPS & MØ,DON´T LEAVE,2017,9,English
28,GILLI,HELWA,2017,9,Norwegian
29,THE VAMPS & MATOMA,ALL NIGHT,2017,9,English
30,JON BELLION,ALL TIME LOW,2017,9,English
31,THE WEEKND FEAT. DAFT PUNK,STARBOY,2017,9,English
32,RAG´N´BONE MAN,SKIN,2017,9,English
33,ALESSIA CARA,HOW FAR I´LL GO,2017,9,English
34,AMANDA,TROR VI ER NEM´,2017,9,Danish
35,ZEDD & ALESSIA CARA,STAY,2017,9,English
36,NODE,PAKKER BAR,2017,9,Danish
37,GABRIELLE,5 FINE FRØKNER,2017,9,Norwegian
38,RAG´N´BONE MAN,HUMAN,2017,9,English
39,ISAIAH,IT´S GOTTA BE YOU,2017,9,English
40,AJR,WEAK,2017,9,English
1,ED SHEERAN,SHAPE OF YOU,2017,10,English
2,ED SHEERAN,CASTLE ON THE HILL,2017,10,English
3,KYGO & SELENA GOMEZ,IT AIN´T ME,2017,10,English
4,GULDDRENG,UTRO,2017,10,Norwegian
5,ED SHEERAN,GALWAY GIRL,2017,10,English
6,THE CHAINSMOKERS & COLDPLAY,SOMETHING JUST LIKE THIS,2017,10,English
7,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,10,English
8,THE CHAINSMOKERS,PARIS,2017,10,English
9,JAX JONES FEAT. RAYE,YOU DON´T KNOW ME,2017,10,English
10,CALVIN HARRIS FEAT. FRANK OCEAN & MIGOS,SLIDE,2017,10,English
11,ED SHEERAN,HAPPIER,2017,10,English
12,ED SHEERAN,PERFECT,2017,10,English
13,ED SHEERAN,DIVE,2017,10,English
14,KATY PERRY FEAT. SKIP MARLEY,CHAINED TO THE RHYTHM,2017,10,English
15,ED SHEERAN,NEW MAN,2017,10,English
16,SKINZ,JEG HAR EN PIGE,2017,10,Danish
17,JULIA MICHAELS,ISSUES,2017,10,English
18,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY,2017,10,English
19,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,10,English
20,ED SHEERAN,ERASER,2017,10,English
21,ED SHEERAN,HOW WOULD YOU FEEL (PAEAN),2017,10,English
22,ZEDD & ALESSIA CARA,STAY,2017,10,English
23,SLEIMAN,DON DIEGO,2017,10,Danish
24,MAROON 5 FEAT. FUTURE,COLD,2017,10,English
25,ED SHEERAN,WHAT DO I KNOW?,2017,10,English
26,ED SHEERAN,SUPERMARKET FLOWERS,2017,10,English
27,STARLEY,CALL ON ME,2017,10,English
28,ALBERT DYRLUND,EMOJI,2017,10,Danish
29,KESI,GOD DAG,2017,10,Danish
30,JAMES ARTHUR,SAY YOU WON´T LET GO,2017,10,English
31,THE WEEKND FEAT. DAFT PUNK,I FEEL IT COMING,2017,10,English
32,ED SHEERAN,HEARTS DON´T BREAK AROUND HERE,2017,10,English
33,ED SHEERAN,BARCELONA,2017,10,English
34,JP COOPER,SEPTEMBER SONG,2017,10,English
35,CITYBOIS,DUM SOM MIG,2017,10,Danish
36,JON BELLION,ALL TIME LOW,2017,10,English
37,ED SHEERAN,NANCY MULLIGAN,2017,10,English
38,ALESSIA CARA,HOW FAR I´LL GO,2017,10,English
39,RAG´N´BONE MAN,SKIN,2017,10,English
40,THE VAMPS & MATOMA,ALL NIGHT,2017,10,English
1,ED SHEERAN,SHAPE OF YOU,2017,11,English
2,ED SHEERAN,GALWAY GIRL,2017,11,English
3,KYGO & SELENA GOMEZ,IT AIN´T ME,2017,11,English
4,ED SHEERAN,CASTLE ON THE HILL,2017,11,English
5,THE CHAINSMOKERS & COLDPLAY,SOMETHING JUST LIKE THIS,2017,11,English
6,JAX JONES FEAT. RAYE,YOU DON´T KNOW ME,2017,11,English
7,GULDDRENG,UTRO,2017,11,Norwegian
8,CALVIN HARRIS FEAT. FRANK OCEAN & MIGOS,SLIDE,2017,11,English
9,THE CHAINSMOKERS,PARIS,2017,11,English
10,ZAYN & TAYLOR SWIFT,I DON´T WANNA LIVE FOREVER,2017,11,English
11,KESI  FEAT. GILLI,CONSIGLIERE,2017,11,Danish
12,SKINZ,JEG HAR EN PIGE,2017,11,Danish
13,JULIA MICHAELS,ISSUES,2017,11,English
14,ZEDD & ALESSIA CARA,STAY,2017,11,English
15,KATY PERRY FEAT. SKIP MARLEY,CHAINED TO THE RHYTHM,2017,11,English
16,ED SHEERAN,PERFECT,2017,11,English
17,ED SHEERAN,HAPPIER,2017,11,English
18,MARTIN GARRIX & DUA LIPA,SCARED TO BE LONELY,2017,11,English
19,MAROON 5 FEAT. FUTURE,COLD,2017,11,English
20,CLEAN BANDIT FEAT SEAN PAUL & ANNE-MARIE,ROCKABYE,2017,11,English
21,ED SHEERAN,NEW MAN,2017,11,English
22,SLEIMAN,DON DIEGO,2017,11,Danish
23,ED SHEERAN,DIVE,2017,11,English
24,STARLEY,CALL ON ME,2017,11,English
25,LIFE OF DILLON,SEX FOR BREAKFAST,2017,11,English
